redump_name,serial
"Official Xbox Magazine Game Disc 15 (Europe) (En,Fr,Es,It)",IM-015
Official Xbox Magazine Game Disc 15 (USA),IM-014
"Official Xbox Magazine Game Disc 16 (Europe) (En,Fr,Es,It)",IM-016
"Official Xbox Magazine Game Disc 16 (Europe, Australia)",IM-016
Official Xbox Magazine Game Disc 16 (USA),IM-015
Official Xbox Magazine Game Disc 17 (Europe),IM-017
"Official Xbox Magazine Game Disc 17 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-017
Official Xbox Magazine Game Disc 17 (USA),IM-016
Official Xbox Magazine Game Disc 18 (Australia),IM-018
"Official Xbox Magazine Game Disc 18 (Europe) (En,Fr,Es,It,Pt)",IM-018
Official Xbox Magazine Game Disc 18 (UK),IM-018
Official Xbox Magazine Game Disc 18 (USA),IM-017
Official Xbox Magazine Game Disc 19 (Australia),IM-019
Official Xbox Magazine Game Disc 19 (Europe),IM-019
"Official Xbox Magazine Game Disc 19 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-019
Official Xbox Magazine Game Disc 19 (USA),IM-018
"Official Xbox Magazine Game Disc 20 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-020
Official Xbox Magazine Game Disc 20 (UK),IM-020
Official Xbox Magazine Game Disc 20 (USA),IM-019
"Official Xbox Magazine Game Disc 21 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-021
Official Xbox Magazine Game Disc 21 (UK),IM-021
Official Xbox Magazine Game Disc 21 (USA),IM-020
Official Xbox Magazine Game Disc 22 (Europe),IM-022
"Official Xbox Magazine Game Disc 22 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-022
Official Xbox Magazine Game Disc 22 (USA),IM-021
Official Xbox Magazine Game Disc 23 (Europe),IM-023
"Official Xbox Magazine Game Disc 23 (Europe, Australia) (En,Fr,De)",IM-024
"Official Xbox Magazine Game Disc 23 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-023
Official Xbox Magazine Game Disc 23 (USA),IM-022
Official Xbox Magazine Game Disc 24 (Europe),IM-024
"Official Xbox Magazine Game Disc 24 (Europe) (Es,It)",IM-024
Official Xbox Magazine Game Disc 24 (USA),IM-023
Official Xbox Magazine Game Disc 25 (Europe),IM-025
"Official Xbox Magazine Game Disc 25 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-025
Official Xbox Magazine Game Disc 25 (USA),IM-024
Official Xbox Magazine Game Disc 26 (Europe),IM-026
"Official Xbox Magazine Game Disc 26 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-026
Official Xbox Magazine Game Disc 26 (USA),IM-025
"Official Xbox Magazine Game Disc 27 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-027
Official Xbox Magazine Game Disc 27 (UK),IM-027
Official Xbox Magazine Game Disc 27 (USA),IM-027
"Official Xbox Magazine Game Disc 28 (Europe) (En,Fr,De,Es,It,Pt)",IM-028
"Official Xbox Magazine Game Disc 28 (Europe, Australia)",IM-028
Official Xbox Magazine Game Disc 28 (USA),IM-028
"Official Xbox Magazine Game Disc 29 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-029
Official Xbox Magazine Game Disc 29 (USA),IM-029
"Official Xbox Magazine Game Disc 30 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-030
Official Xbox Magazine Game Disc 30 (USA),IM-030
"Official Xbox Magazine Game Disc 31 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-031
Official Xbox Magazine Game Disc 31 (USA),IM-031
"Official Xbox Magazine Game Disc 32 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-032
Official Xbox Magazine Game Disc 32 (USA),IM-032
"Official Xbox Magazine Game Disc 33 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-033
Official Xbox Magazine Game Disc 33 (USA),IM-033
"Official Xbox Magazine Game Disc 34 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-034
Official Xbox Magazine Game Disc 34 (USA),IM-034
"Official Xbox Magazine Game Disc 35 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-035
Official Xbox Magazine Game Disc 35 (USA),IM-035
"Official Xbox Magazine Game Disc 36 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-036
Official Xbox Magazine Game Disc 36 (USA),IM-036
"Official Xbox Magazine Game Disc 37 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-037
Official Xbox Magazine Game Disc 37 (USA),IM-037
"Official Xbox Magazine Game Disc 38 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-038
Official Xbox Magazine Game Disc 38 (USA),IM-038
"Official Xbox Magazine Game Disc 39 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-039
Official Xbox Magazine Game Disc 39 (USA),IM-039
"Official Xbox Magazine Game Disc 40 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-040
Official Xbox Magazine Game Disc 40 (USA),IM-067
"Official Xbox Magazine Game Disc 41 (Europe, Australia) (En,Fr,De,It,Pt)",IM-041
"Official Xbox Magazine Game Disc 41 (UK) (En,Fr,De,Es,It)",IM-041
Official Xbox Magazine Game Disc 41 (USA),IM-068
"Official Xbox Magazine Game Disc 42 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-042
Official Xbox Magazine Game Disc 42 (UK),IM-042
Official Xbox Magazine Game Disc 42 (USA),IM-069
Official Xbox Magazine Game Disc 43 (Europe),IM-043
"Official Xbox Magazine Game Disc 43 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-043
Official Xbox Magazine Game Disc 43 (USA),IM-070
Official Xbox Magazine Game Disc 44 (Europe),IM-044
"Official Xbox Magazine Game Disc 44 (Europe, Australia) (En,Fr,Es,It,Pt)",IM-044
Official Xbox Magazine Game Disc 44 (USA),IM-071
"Official Xbox Magazine Game Disc 45 (Europe) (Fr,Es,It,Pt)",IM-045
"Official Xbox Magazine Game Disc 45 (Europe, Australia) (En,De)",IM-045
Official Xbox Magazine Game Disc 45 (USA),IM-074
Official Xbox Magazine Game Disc 46 (Australia),IM-046
"Official Xbox Magazine Game Disc 46 (Europe) (En,Fr,Es,It,Pt)",IM-046
Official Xbox Magazine Game Disc 46 (USA),IM-075
"Official Xbox Magazine Game Disc 47 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-047
Official Xbox Magazine Game Disc 47 (USA),IM-076
"Official Xbox Magazine Game Disc 48 (Europe) (Fr,Es,It,Pt)",IM-048
"Official Xbox Magazine Game Disc 48 (UK, Australia)",IM-048
Official Xbox Magazine Game Disc 48 (USA),IM-077
"Official Xbox Magazine Game Disc 49 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-049
Official Xbox Magazine Game Disc 49 (USA),IM-078
"Official Xbox Magazine Game Disc 50 (Europe, Australia) (En,Fr,De,Es,It,Pt)",IM-050
Official Xbox Magazine Game Disc 50 (USA),IM-080
Official Xbox Magazine Game Disc 51 (Australia),IM-205
"Official Xbox Magazine Game Disc 51 (Europe) (En,Fr,De,It,Pt)",IM-205
Official Xbox Magazine Game Disc 51 (USA),IM-081
"Official Xbox Magazine Game Disc 52 (Europe, Australia) (En,Fr,Pt)",IM-210
Official Xbox Magazine Game Disc 52 (USA),IM-082
"Official Xbox Magazine Game Disc 53 (Europe, Australia) (En,Fr,Pt)",IM-212
Official Xbox Magazine Game Disc 53 (USA),IM-204
Official Xbox Magazine Game Disc 54 (Australia),IM-214
"Official Xbox Magazine Game Disc 54 (Europe) (En,Fr,De,It,Pt)",IM-214
Official Xbox Magazine Game Disc 54 (USA),IM-208
"Official Xbox Magazine Game Disc 55 (Europe, Australia) (En,Fr,De,It,Pt)",IM-217
Official Xbox Magazine Game Disc 55 (USA),IM-209
"Official Xbox Magazine Game Disc 56 (Europe, Australia)",IM-225
Official Xbox Magazine Game Disc 56 (USA),IM-213
Official Xbox Magazine Game Disc 57 (Europe),IM-227
Official Xbox Magazine Game Disc 57 (USA),IM-215
Official Xbox Magazine Game Disc 58 (Europe),IM-227
Official Xbox Magazine Game Disc 58 (USA),IM-216
Official Xbox Magazine Game Disc 59 (Europe),IM-227
Official Xbox Magazine Game Disc 59 (USA),IM-218
Official Xbox Magazine Game Disc 60 (Europe),IM-229
Official Xbox Magazine Game Disc 61 (Europe),IM-229
Official Xbox Magazine Game Disc 61 (USA),IM-220
Official Xbox Magazine Game Disc 62 (USA),IM-221
Official Xbox Magazine Game Disc 63 (USA),IM-222
Official Xbox Magazine Game Disc 64 (USA),IM-223
"Official Xbox Playable Cheats, The (UK)",IM-001
Official Xbox Starter Pack 2004 (UK),IM-001
"Offizielle Xbox-Magazin, Das - Cover-DVD 01-2003 (Germany) (En,Fr,De,Es,It)",IM-012
"Offizielle Xbox-Magazin, Das - Cover-DVD 01-2004 (Germany) (En,Fr,De,Es,It,Pt)",IM-024
"Offizielle Xbox-Magazin, Das - Cover-DVD 01-2006 (Germany)",IM-049
"Offizielle Xbox-Magazin, Das - Cover-DVD 02-2003 (Germany) (En,Fr,De,Es,It)",IM-013
"Offizielle Xbox-Magazin, Das - Cover-DVD 03-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-038
"Offizielle Xbox-Magazin, Das - Cover-DVD 04-2003 (Germany) (En,De)",IM-015
"Offizielle Xbox-Magazin, Das - Cover-DVD 04-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-039
"Offizielle Xbox-Magazin, Das - Cover-DVD 05-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-040
"Offizielle Xbox-Magazin, Das - Cover-DVD 06-2003 (Germany)",IM-017
"Offizielle Xbox-Magazin, Das - Cover-DVD 06-2004 (Germany) (En,Fr,De,Es,It,Pt)",IM-029
"Offizielle Xbox-Magazin, Das - Cover-DVD 06-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-041
"Offizielle Xbox-Magazin, Das - Cover-DVD 07-2003 (Germany) (En,Fr,De,Es,It,Pl)",IM-018
"Offizielle Xbox-Magazin, Das - Cover-DVD 07-2004 (Germany) (En,Fr,De,Es,It,Pt)",IM-030
"Offizielle Xbox-Magazin, Das - Cover-DVD 07-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-042
"Offizielle Xbox-Magazin, Das - Cover-DVD 08-2002 (Germany)",IM-001
"Offizielle Xbox-Magazin, Das - Cover-DVD 08-2003 (Germany) (En,Fr,De,Es,It,Pl)",IM-019
"Offizielle Xbox-Magazin, Das - Cover-DVD 08-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-043
"Offizielle Xbox-Magazin, Das - Cover-DVD 08-2006 (Germany)",IM-226
"Offizielle Xbox-Magazin, Das - Cover-DVD 09-2004 (Germany) (En,De)",IM-032
"Offizielle Xbox-Magazin, Das - Cover-DVD 09-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-044
"Offizielle Xbox-Magazin, Das - Cover-DVD 09-2006 (Germany)",IM-226
"Offizielle Xbox-Magazin, Das - Cover-DVD 10-2003 (Germany) (En,Fr,De,Es,It,Pl)",IM-021
"Offizielle Xbox-Magazin, Das - Cover-DVD 10-2004 (Germany)",IM-034
"Offizielle Xbox-Magazin, Das - Cover-DVD 10-2005 (Germany) (En,Fr,De,Es,It,Pt)",IM-045
"Offizielle Xbox-Magazin, Das - Cover-DVD 11-2002 (Germany) (En,Fr,De,Es,It)",IM-002
"Offizielle Xbox-Magazin, Das - Cover-DVD 11-2003 (Germany)",IM-022
"Offizielle Xbox-Magazin, Das - Cover-DVD 11-2004 (Germany) (En,Fr,De,Es,It,Pt)",IM-035
"Offizielle Xbox-Magazin, Das - Cover-DVD 11-2005 (Germany)",IM-046
"Offizielle Xbox-Magazin, Das - Cover-DVD 12-2002 (Germany)",IM-003
"Offizielle Xbox-Magazin, Das - Cover-DVD 12-2005 (Germany)",IM-048
"Off-Road - Wide Open (Europe) (En,Fr,De,Es,It)",IG-001
"Open Season (Europe) (En,Fr,De,Es,It)",US-097
Open Season (USA),US-097
"Operation Flashpoint - Elite (USA, Europe) (En,Fr,De,It)",CM-090
Operation WinBack 2 - Project Poseidon (Europe),KO-008
Otogi - Hyakki Toubatsu Emaki (Japan),FS-004
Otogi - Myth of Demons (Europe),FS-002
Otogi - Myth of Demons (Japan),FS-002
Otogi - Myth of Demons (USA),FS-002
Otogi (Japan),FS-002
Otogi (Korea),YB-002
"Otogi 2 - Immortal Warriors (Europe) (En,Ja)",FS-004
Otogi 2 - Immortal Warriors (USA),FS-004
Outlaw Golf - 9 Holes of X-Mas (USA),VU-027
Outlaw Golf - 9 More Holes of X-Mas (USA),SS-006
Outlaw Golf - Holiday Golf (USA),SS-005
Outlaw Golf (Europe),TM-006
"Outlaw Golf (Europe) (En,Fr,De)",TM-006
Outlaw Golf (Japan),VU-016
Outlaw Golf (USA),VU-016
"Outlaw Golf 2 (Europe) (En,Fr,De)",TT-023
Outlaw Golf 2 (USA),TT-023
"Outlaw Tennis (Europe) (En,Fr,De,Es,It)",TT-118
Outlaw Tennis (USA),TT-118
Outlaw Volleyball - Red Hot (USA),SS-003
"Outlaw Volleyball (Europe) (En,Fr,De)",SS-007
Outlaw Volleyball (Japan),SS-003
Outlaw Volleyball (Korea),SS-003
Outlaw Volleyball (USA),SS-003
OutRun 2 (Europe) (Demo),SE-057
"OutRun 2 (Europe) (En,Fr,De,Es,It)",SE-054
"OutRun 2 (Europe) (En,Fr,De,Es,It) (Beta)",
OutRun 2 (Japan),SE-054
OutRun 2 (USA),SE-054
"OutRun 2006 - Coast 2 Coast (USA, Europe) (En,Fr,De,Es,It)",SE-136
Pac-Man World 2 (USA),NM-006
"Pac-Man World 3 (Europe) (En,Fr,De,Es,It)",NM-023
Pac-Man World 3 (USA),NM-023
"Padrino, El (Spain)",EA-125
"Padrino, Il (Italy)",EA-125
Painkiller - Hell Wars (Europe),DC-003
Painkiller - Hell Wars (Germany),DC-003
Painkiller - Hell Wars (USA),DC-003
Painkiller - Hell Wars (USA) (Beta) (2005-10-18),
Panzer Dragoon Orta (Europe) (Beta) (2002-12-24),
"Panzer Dragoon Orta (Europe) (En,Fr,De,Es,It)",IG-043
Panzer Dragoon Orta (Japan),SE-007
Panzer Dragoon Orta (USA),SE-007
Panzer Dragoon Orta (USA) (Beta) (2002-11-14),
Panzer Dragoon Orta (USA) (Demo),SE-028
"Panzer Elite Action - Fields of Glory (Europe) (En,Fr,De,Es,It)",JW-009
Pariah (France) (Demo),GV-007
"Pariah (USA, Europe) (En,Fr,De,Es,It)",GV-001
"Parrain, Le (France)",EA-125
"Pate, Der (Germany)",EA-125
Peter Jackson's King Kong - The Official Game of the Movie (Australia) (Demo),US-076
"Peter Jackson's King Kong - The Official Game of the Movie (USA, Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",US-076
Petit Copter (Japan),AQ-001
Phantasy Star Online - Episode I & II (Japan) (Beta),MS-067
"Phantasy Star Online Episode I & II (Europe) (En,Ja,Fr,De,Es)",MS-074
"Phantasy Star Online Episode I & II (Japan) (En,Ja,Fr,De,Es)",MS-074
"Phantasy Star Online Episode I & II (USA) (En,Ja,Fr,De,Es)",MS-074
Phantom Crash (Europe),PL-001
Phantom Crash (Japan),GE-003
Phantom Crash (Japan) (Demo),GE-002
Phantom Crash (USA),PL-001
Phantom Dust (Japan),MS-070
Phantom Dust (Japan) (Demo),MS-125
Phantom Dust (USA),MS-070
"Pilot Down - Behind Enemy Lines (Europe) (En,Fr,De,Es,It)",OX-002
Pinball Hall of Fame - The Gottlieb Collection (USA),CV-010
Pirates - The Legend of Black Kat (Europe),EA-021
Pirates - The Legend of Black Kat (USA),EA-021
"Pirates of the Caribbean (Europe) (En,Fr,De,Es)",BS-004
Pirates of the Caribbean (USA),BS-004
Pitfall - The Lost Expedition (Europe),AV-024
Pitfall - The Lost Expedition (France),AV-024
Pitfall - The Lost Expedition (Germany),AV-024
Pitfall - The Lost Expedition (USA),AV-024
Playboy - The Mansion (Asia),AH-002
"Playboy - The Mansion (Europe) (En,Fr,De,Es,It)",AH-002
Playboy - The Mansion (USA),AH-002
Plus Plumb 2 (Japan),TK-004
PocketBike Racer (USA),MS-212
"Pool Shark 2 (Europe) (En,Fr,De,Es,It)",ZD-001
Power Drome (USA),BS-011
"Powerdrome (Europe) (En,Fr,De,Es,It)",BS-011
"Predator - Concrete Jungle (USA, Europe)",VU-048
Prince of Persia - Kenshi no Kokoro (Japan),US-059
"Prince of Persia - The Sands of Time (Europe) (En,Fr,De,Es,It)",US-029
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es)",US-029
"Prince of Persia - The Two Thrones (USA, Europe) (En,Fr,De,Es,It)",US-088
"Prince of Persia - Warrior Within (USA, Europe) (En,Fr,De,Es,It)",US-059
"Prisoner of War (Europe) (En,Fr,De,Es,It)",CM-008
Prisoner of War (USA),CM-008
"Pro Beach Soccer (Europe) (En,Fr,De,Es,It,Pt)",WE-001
Pro Cast - Sports Fishing Game (Europe),CC-011
Pro Cast - Sports Fishing Game (USA),CC-011
"Pro Evolution Soccer 4 (Europe) (En,Fr,De,Es,It)",KN-034
"Pro Evolution Soccer 5 (Europe) (En,Fr,De,Es,It)",KN-048
Pro Fishing Challenge (USA),AT-003
Pro Race Driver (USA),CM-002
Pro Tennis WTA Tour (Europe),KN-016
"Project - Snowblind (Europe) (En,Fr,De,Es,It)",ES-025
Project - Snowblind (USA),ES-025
Project - Snowblind (USA) (Beta) (2004-11-17),
Project Gotham - World Street Racer (Japan),MS-003
Project Gotham Racing (Asia),MS-003
"Project Gotham Racing (Europe) (En,Fr,De,Es,It) (Rev 1)",MS-003
"Project Gotham Racing (Europe, Australia) (En,Fr,De,Es,It)",MS-003
Project Gotham Racing (USA),MS-003
"Project Gotham Racing 2 (Europe) (En,Ja,Fr,De,Es,It,Zh,Ko)",MS-075
Project Gotham Racing 2 (USA) (Demo),MS-121
"Project Gotham Racing 2 (USA, Japan) (En,Ja,Fr,De,Es,It,Zh,Ko)",MS-075
"Project Zero (Europe) (En,Fr,De,Es,It)",MS-089
"Project Zero II - Crimson Butterfly - Director's Cut (Europe) (En,Fr,De,Es,It)",TC-010
"ProStroke Golf - World Tour 2007 (USA, Europe) (En,Fr,De,Es,It)",OX-004
"Psi-Ops - The Mindgate Conspiracy (Europe) (En,Fr,De,Es,It)",MW-022
"Psi-Ops - The Mindgate Conspiracy (Germany) (En,Fr,De,Es,It)",MW-022
Psi-Ops - The Mindgate Conspiracy (USA),MW-022
Psi-Ops - The Mindgate Conspiracy (USA) (Beta) (2004-03-07),
"Psychonauts (Europe) (En,Fr,De)",MJ-018
Psychonauts (USA),MJ-018
Psychonauts (USA) (Demo),MJ-018
Psyvariar 2 - Extend Edition (Japan),SU-009
Pulse Racer (USA),JA-001
Pump It Up - Exceed (USA),AD-002
"Punisher, The (Europe)",TQ-024
"Punisher, The (Europe) (Es,It)",TQ-024
"Punisher, The (France)",TQ-024
"Punisher, The (USA)",TQ-024
Pure Pinball (USA),TT-017
"Puyo Pop Fever (Europe) (En,Ja,Fr,De,Es,It)",SE-039
"Puyo Puyo Fever (Japan) (En,Ja,Fr,De,Es,It)",SE-039
Quantum Redshift - Chou Kousoku Kuukan Battle Race (Japan),MS-021
"Quantum Redshift (Europe, Australia) (En,Fr,De)",MS-021
Quantum Redshift (Korea),MS-021
Quantum Redshift (USA),MS-021
"Racing Evoluzione (Europe) (En,Fr,De,Es,It)",IG-021
"RalliSport Challenge (Asia) (En,Fr,De,Es,It)",MS-015
"RalliSport Challenge (Europe) (En,Fr,De,Es,It)",MS-015
"RalliSport Challenge (Europe) (En,Fr,De,Es,It) (Rev 1)",MS-015
RalliSport Challenge (Japan),MS-015
RalliSport Challenge (Japan) (Demo),MS-051
RalliSport Challenge (USA),MS-015
RalliSport Challenge (USA) (Rev 1),MS-015
"RalliSport Challenge 2 (World) (En,Ja,Fr,De,Es,It)",MS-057
Rally Fusion - Race of Champions (Europe),AV-009
"Rally Fusion - Race of Champions (Europe) (En,Fr,De)",AV-009
Rally Fusion - Race of Champions (Korea),AV-009
Rally Fusion - Race of Champions (USA),AV-009
Rapala Pro Fishing (World),AV-058
"Rayman 3 - Hoodlum Havoc (Europe) (En,Fr,De,Es,It)",US-002
Rayman 3 - Hoodlum Havoc (Korea),US-002
"Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It)",US-002
Rayman Arena (USA),US-003
"Raze's Hell (Europe) (En,Fr,De)",MJ-017
Raze's Hell (USA),MJ-017
Real World Golf (USA),IA-001
"Red Dead Revolver (Europe) (En,Fr,De,Es,It)",TT-026
Red Dead Revolver (Japan),TT-026
Red Dead Revolver (USA),TT-026
Red Faction II (Asia),TQ-005
"Red Faction II (Europe) (En,Fr,De)",TQ-005
Red Faction II (USA),TQ-005
"Red Ninja - End of Honor (USA, Europe)",VU-039
Red Ninja - End of Honour (Germany),VU-039
"Red Star, The (USA) (Proto) (2004-06-04)",AC-126
"Red Star, The (USA) (Proto) (2004-08-18)",
"RedCard (Europe) (En,Fr,De,Es,It)",MW-015
RedCard 20-03 (USA),MW-015
"Reign of Fire (Europe) (En,Fr,De,Es,It)",BM-002
Reign of Fire (USA),BM-002
Rent a Hero No. 1 (Japan),SE-029
"Reservoir Dogs (Europe) (En,Fr)",SC-255
Reservoir Dogs (USA),SC-255
Return to Castle Wolfenstein - Tides of War (France),AV-016
Return to Castle Wolfenstein - Tides of War (World),AV-016
"Re-Volt (Europe) (En,Ja,Fr,De,Es,It) (Beta) (2002-08-06)",XL-008
"Re-Volt (Japan) (En,Ja,Fr,De,Es,It) (Beta)",XL-008
"Richard Burns Rally (Europe) (En,Fr,De,Es,It)",SC-005
Ricky Ponting International Cricket 2005 (Australia),CM-087
RLH - Run Like Hell (Europe),IP-006
RLH - Run Like Hell (USA),IP-006
"RoadKill (Europe) (En,Fr,Es,It)",MW-024
RoadKill (USA),MW-024
"Robin Hood - Defender of the Crown (Europe) (En,Fr,De,Es,It)",CC-012
Robin Hood - Defender of the Crown (USA),CC-012
"RoboCop (Europe) (En,Fr,De,Es,It)",TS-005
RoboCop (USA),TS-005
Robot Wars - Extreme Destruction (Europe),BW-001
"Robotech - Battlecry (Europe) (En,Fr,De,Es,It)",TM-002
Robotech - Battlecry (USA),TM-002
"Robotech - Invasion (Europe) (En,Fr,De,Es,It)",TT-127
Robotech - Invasion (USA),TT-027
"Robots (Europe, Australia) (En,Fr,De,Es,It)",VU-055
"Robots (USA, Asia)",VU-055
"Rocky (Europe) (En,Fr,De,Es,It)",RA-007
Rocky (USA),US-020
Rocky (USA) (Demo),US-020
"Rocky Legends (World) (En,Fr,De)",US-052
Roger Lemerre - La Selection des Champions 2003 (France),CM-004
Roger Lemerre - La Selection des Champions 2004 (France),CM-015
Roger Lemerre - La Selection des Champions 2005 (France),CM-075
"Rogue Ops (Europe) (En,Fr,De,Es,It)",KB-004
Rogue Ops (Japan),KB-003
Rogue Ops (USA),KB-004
Rogue Ops (USA) (Beta) (2003-08-08),
"Rogue Trooper (USA, Europe) (En,Fr,De,It)",SC-014
"RollerCoaster Tycoon (Europe) (En,Fr,De,Es,It)",IG-046
RollerCoaster Tycoon (USA),IG-046
"Rolling (Europe) (En,Fr,De,Es,It)",SC-007
"Room Zoom - Race for Impact (Europe) (En,Fr,De)",JA-006
Room Zoom - Race for Impact (USA),JA-006
"RPM Tuning (Europe) (En,Fr,De,Es,It,Pt)",MI-012
"R-Racing (Europe) (En,Fr,De,Es,It)",NM-008
R-Racing Evolution - Life in the Fast Lane (Japan),NM-008
R-Racing Evolution (USA),NM-008
Rugby 06 (Europe),EA-135
Rugby 06 (France),EA-135
Rugby 06 (USA),EA-135
"Rugby 2005 (Europe, Australia)",EA-097
Rugby 2005 (France),EA-097
Rugby 2005 (USA),EA-097
"Rugby Challenge 2006 (Europe) (En,Fr)",HP-005
Rugby League (Europe),HE-001
"Rugby League 2 (Europe, Australia)",HE-005
"Samurai Shodown V (USA) (En,Ja,Fr,De,Es,It)",SN-004
"Samurai Warriors (Europe) (En,Es,It)",KO-006
"Samurai Warriors (Europe) (Fr,De)",KO-006
Samurai Warriors (USA),KO-006
"Scaler (USA, Europe) (En,Fr,De)",TT-122
"SCAR - Squadra Corse Alfa Romeo (Europe) (En,Fr,De,Es,It)",LS-002
Scarface - The World Is Yours (Australia),VU-063
"Scarface - The World Is Yours (USA, Europe)",VU-063
"Scooby-Doo! Mystery Mayhem (USA, Europe) (En,Fr,De)",TQ-014
Scooby-Doo! Night of 100 Frights (USA),TQ-031
"Scooby-Doo! Unmasked (USA, Europe) (En,Fr,Es,It)",TQ-247
Scudetto 5 (Italy),ES-026
"SeaBlade (Europe) (En,Fr,De)",TM-009
SeaBlade (USA),VU-023
"SeaWorld Adventure Parks - Shamu's Deep Sea Adventures (USA, Europe)",AV-080
"Second Sight (USA, Europe) (En,Fr,De,Es,It)",CM-071
Secret Weapons over Normandy (Europe),LA-006
Secret Weapons over Normandy (France),LA-006
Secret Weapons over Normandy (Germany),LA-006
Secret Weapons over Normandy (Italy),LA-006
Secret Weapons over Normandy (Spain),LA-006
Secret Weapons over Normandy (USA),LA-006
"Sega GT 2002 (Europe) (En,Ja,Fr,De,Es,It)",IG-044
Sega GT 2002 (Japan) (Demo),SE-003
"Sega GT 2002 (Japan) (En,Ja)",SE-003
"Sega GT 2002 (USA) (En,Ja)",SE-003
"Sega GT 2002 + JSRF - Jet Set Radio Future (Europe, Australia) (En,Fr,De,Es,It)",MS-061
"Sega GT 2002 + JSRF - Jet Set Radio Future (Korea) (En,Ja)",MS-061
"Sega GT 2002 + JSRF - Jet Set Radio Future (USA) (En,Ja)",MS-061
Sega GT Online (Europe),SE-033
Sega GT Online (Europe) (Beta) (2003-10-03),
Sega GT Online (Japan),SE-033
"Sega GT Online (USA) (En,Ja)",SE-033
Sega Soccer Slam (Europe),IG-041
Sega Soccer Slam (USA),SE-020
"Seigneur des Anneaux, Le - Le Retour du Roi (France)",EA-062
"Seigneur des Anneaux, Le - Le Tiers Age (France)",EA-095
Sengoku Musou (Japan),KO-005
"Senor de los Anillos, El - El Retorno del Rey (Spain)",EA-062
"Senor de los Anillos, El - La Tercera Edad (Spain)",EA-095
"Sensible Soccer 2006 (Europe) (En,Fr,De,Es,It)",CM-091
Sentou Yousei Yukikaze - Yousei no Mau Sora (Japan),AQ-003
"Serious Sam (Europe) (En,Fr,De,Es,It)",TT-004
Serious Sam (USA),TT-004
"Serious Sam II (USA, Europe) (En,Fr,De,It)",TT-013
"Shadow of Memories (Europe) (En,Fr,De,Es,It)",KN-014
"Shadow Ops - Red Mercury (Europe) (En,Fr,De,Es,It)",IG-065
Shadow Ops - Red Mercury (USA),IG-037
Shadow Ops - Red Mercury (USA) (Demo),IG-037
"Shadow the Hedgehog (Europe) (En,Ja,Fr,De,Es,It)",SE-134
Shadow the Hedgehog (Japan),SE-134
"Shadow the Hedgehog (USA) (En,Ja,Fr,De,Es,It)",SE-134
"Shattered Union (Europe) (En,Fr,De,It)",TT-131
Shattered Union (USA),TT-131
"ShellShock - Nam '67 (USA, Europe) (En,Fr,Es,It)",ES-019
Shenmue II (Europe),MS-050
Shenmue II (USA),MS-050
Shikigami no Shiro (Japan),MP-002
Shikigami no Shiro Evolution (Japan),KI-001
Shikigami no Shiro II (Japan),KI-002
Shin Megami Tensei - Nine (Japan),AT-002
"Shin Sangoku Musou 2 (Japan) (En,Ja)",KO-003
"Shin Sangoku Musou 3 (Japan, Asia)",KO-004
"Shin Sangoku Musou 4 (Japan) (En,Ja)",KO-007
Shinchou Mahjong (Japan),EF-001
Showdown - Legends of Wrestling (Europe),AC-029
Showdown - Legends of Wrestling (USA),AC-029
"Shrek (Europe) (En,Fr,De,Es,It)",TM-001
Shrek (USA),TM-001
Shrek 2 (France),AV-055
Shrek 2 (Germany),AV-055
