redump_name,serial,name,localizedName
SuperLite 1500 Series - Crossword (Japan),SLPM-86426,SuperLite 1500 Series - Crossword,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クロスワード
SuperLite 1500 Series - Crossword 2 (Japan),SLPM-86535,SuperLite 1500 Series - Crossword 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クロスワード２
SuperLite 1500 Series - Crossword 3 (Japan),SLPM-86796,SuperLite 1500 Series - Crossword 3,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　～クロスワード３～
SuperLite 1500 Series - Cyber Daisenryaku - Shutsugeki! Haruka-tai (Japan),SLPM-86580,SuperLite 1500 Series - Cyber Daisenryaku - Shutsugeki! Haruka Tai,
SuperLite 1500 Series - Deep Freeze (Japan),SLPM-86497,SuperLite 1500 Series - Deep Freeze,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ディープフリーズ
SuperLite 1500 Series - Densetsu-juu no Ana - Monster Complete World Ver. 2 (Japan),SLPM-87115,SuperLite 1500 Series - Densetsu-juu no Ana - Monster Complete World Ver. 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　伝説獣の穴　モンスターコンプリワールドＶｅｒ．２
SuperLite 1500 Series - Dezaemon Kids! (Japan),SLPM-86582,Dezaemon Kids! [Superlite 1500 Series],
SuperLite 1500 Series - Emmyrea (Japan),SLPM-87043,SuperLite 1500 Series - Emmyrea,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　エミーリア
SuperLite 1500 Series - F1 Grand Prix 1996 - Team Un'ei Simulation (Japan),SLPM-86366,SuperLite 1500 Series - F1 Grand Prix 1996 - Team Un'ei Simulation,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　Ｆ１　ＧＲＡＮＤ　ＰＲＩＸ　１９９６　チーム運営シミュレーション
SuperLite 1500 Series - Fantastic Night Dreams - Cotton Original (Japan),SLPM-86461,SuperLite 1500 Series - Fantastic Night Dreams - Cotton Original,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　コットン　オリジナル
SuperLite 1500 Series - Farland Saga - Toki no Michishirube (Japan),SLPM-87237,SuperLite 1500 Series - Farland Saga - Toki no Michishirube,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ファーランドサーガ　時の道標
SuperLite 1500 Series - Farland Story - Yottsu no Fuuin (Japan),SLPM-87245,SuperLite 1500 Series - Farland Story - Yottsu no Fuuin,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ファーランドストーリー　四つの封印
SuperLite 1500 Series - Fishing Club - Boat no Tsuri-hen (Japan),SLPM-86622,SuperLite 1500 Series - Fishing Club - Boat no Tsuri-hen,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　フィッシング倶楽部　ボートの釣り篇
SuperLite 1500 Series - Fishing Club - Bouhatei no Tsuri-hen (Japan),SLPM-86623,SuperLite 1500 Series - Fishing Club - Bouhatei no Tsuri-hen,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　フィッシング倶楽部　～防波堤の釣り篇～
SuperLite 1500 Series - Fishing Club - Hama no Tsuri-hen (Japan),SLPM-86624,SuperLite 1500 Series - Fishing Club - Hama no Tsuri-hen,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　フィッシング倶楽部　浜の釣り篇
SuperLite 1500 Series - Flamberge no Seirei (Japan),SLPM-86711,SuperLite 1500 Series - Flamberge no Seirei,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　フランベルジュの精霊
SuperLite 1500 Series - Game de Seishun (Japan),SLPM-86297,SuperLite 1500 Series - Game de Seishun,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ゲームで青春
SuperLite 1500 Series - Hanafuda II (Japan),SLPM-86319,SuperLite 1500 Series - Hanafuda II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　花札ＩＩ
SuperLite 1500 Series - Hooockey!! (Japan),SLPM-86488,SuperLite 1500 Series - Hooockey!!,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ホッケー！！
SuperLite 1500 Series - Kaette kita Pachio-kun - Dream Collection (Japan),SLPM-86320,SuperLite 1500 Series - Kaette kita Pachio-kun - Dream Collection,ＳｕｐｅｒＬｉｔｅ １５００ シリーズ 帰ってきたパチ夫くん ＤＲＥＡＭ ＣＯＬＬＥＣＴＩＯＮ
SuperLite 1500 Series - Kaiteiban Mark Yazaki no Seiyou Senseijutsu (Japan),SLPM-86832,SuperLite 1500 Series - Kaiteiban Mark Yazaki no Seiyou Senseijutsu,ＳｕｐｅｒＬｉｔｅ１５００シリーズ　改訂版　マーク矢崎の西洋占星術
SuperLite 1500 Series - Kaiteiban Shichuu Suimei - Mark Yazaki Kanshuu (Japan),SLPM-86833,SuperLite 1500 Series - Kaiteiban Shichuu Suimei - Mark Yazaki Kanshuu,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　改訂版　四柱推命　マーク矢崎監修
SuperLite 1500 Series - KeePer (Japan),SLPM-87161,SuperLite 1500 Series - KeePer,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　Ｋｅｅｐｅｒ
SuperLite 1500 Series - Kouyasai - A Sherd of Youthful Memories (Japan),SLPM-87170,SuperLite 1500 Series - Kouyasai - A Sherd of Youthful Memories,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　「後夜祭」　－ａ　ｓｈｅｒｄ　ｏｆ　ｙｏｕｔｈｆｕｌ　ｍｅｍｏｒｉｅｓ－
SuperLite 1500 Series - Lode Runner - The Legend Returns (Japan),SLPM-86238,SuperLite 1500 Series - Lode Runner - The Legend Returns,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ロードランナー　レジェンドリターンズ
SuperLite 1500 Series - Lode Runner 2 (Japan),SLPM-86460,SuperLite 1500 Series - Lode Runner 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ロードランナー２
SuperLite 1500 Series - Lunar Wing - Toki o Koeta Seisen (Japan),SLPM-87219,SuperLite 1500 Series - Lunar Wing - Toki o Koeta Seisen,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ルナ・ウィング　時を越えた聖戦
SuperLite 1500 Series - Maerchen Adventure - Cotton 100% (Japan),SLPM-87211,SuperLite 1500 Series - Maerchen Adventure - Cotton 100%,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　コットン１００％
SuperLite 1500 Series - Mahjong II (Japan),SLPM-86258,SuperLite 1500 Series - Mahjong II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　－　麻雀ＩＩ
SuperLite 1500 Series - Mahjong Senjutsu - Andou Mitsuru Pro no Akuukan Sappou (Japan),SLPM-86856,SuperLite 1500 Series - Mahjong Senjutsu - Andou Mitsuru Pro no Akuukan Sappou,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　麻雀戦術　安藤満プロの亜空間殺法
SuperLite 1500 Series - Mahjong Uranai Fortuna - Tsuki no Megami-tachi (Japan),SLPM-87143,SuperLite 1500 Series - Mahjong Uranai Fortuna - Tsuki no Megami-tachi,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　麻雀占い　フォルトゥーナ　～月の女神たち～
SuperLite 1500 Series - Makikou (Japan),SLPM-86817,SuperLite 1500 Series - Makikou,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　魔紀行
SuperLite 1500 Series - Mawatte Mucho! (Japan),SLPM-86443,SuperLite 1500 Series - Mawatte Mucho!,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　まわってムーチョ！
SuperLite 1500 Series - Memories Off (Japan),SLPM-86583,SuperLite 1500 Series - Memories Off,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　－　メモリーズオフ
SuperLite 1500 Series - Monster Complete World (Japan),SLPM-87120,SuperLite 1500 Series - Monster Complete World,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　モンスターコンプリートワールド
SuperLite 1500 Series - Naniwa Wangan Battle (Japan),SLPM-87162,SuperLite 1500 Series - Naniwa Wangan Battle,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　大阪湾岸バトル
SuperLite 1500 Series - Neo Atlas (Japan),SLPM-87240,SuperLite 1500 Series - Neo Atlas,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ネオアトラス
SuperLite 1500 Series - Neo Atlas II (Japan),SLPM-87283,SuperLite 1500 Series - Neo Atlas II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ネオアトラスＩＩ
SuperLite 1500 Series - Nobunaga Hiroku - Geten no Yume (Japan),SLPM-86632,SuperLite 1500 Series - Nobunaga Hiroku - Geten no Yume,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　信長秘録　下天の夢
SuperLite 1500 Series - NumCro (Japan),SLPS-02067,SuperLite 1500 Series - NumCro,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ナンクロ
SuperLite 1500 Series - NumCro 2 (Japan),SLPM-86427,SuperLite 1500 Series - NumCro 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ナンクロ２
SuperLite 1500 Series - NumCro 3 (Japan),SLPM-86534,SuperLite 1500 Series - NumCro 3,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ナンクロ３
SuperLite 1500 Series - NumCro 4 (Japan),SLPM-86795,SuperLite 1500 Series - NumCro 4,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ナンクロ４
SuperLite 1500 Series - Oekaki Puzzle (Japan),SLPS-02068,SuperLite 1500 Series - Oekaki Puzzle,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　おえかきパズル
SuperLite 1500 Series - Oekaki Puzzle 2 (Japan),SLPM-86428,SuperLite 1500 Series - Oekaki Puzzle 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　おえかきパズル２
SuperLite 1500 Series - Oekaki Puzzle 3 (Japan),SLPM-86533,SuperLite 1500 Series - Oekaki Puzzle 3,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　おえかきパズル３
SuperLite 1500 Series - Oekaki Puzzle 4 (Japan),SLPM-86675,SuperLite 1500 Series - Oekaki Puzzle 4,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　おえかきパズル４
SuperLite 1500 Series - Oekaki Puzzle 5 (Japan),SLPM-86800,SuperLite 1500 Series - Oekaki Puzzle 5,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　おえかきパズル５
SuperLite 1500 Series - Option - Tuning Car Battle Spec R (Japan),SLPM-87164,SuperLite 1500 Series - Option - Tuning Car Battle Spec R,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　オプション　チューニングカーバトル　スペックＲ
SuperLite 1500 Series - Pachi-Slot Hisshouhou! Sammy Revolution (Japan),SLPM-86318,SuperLite 1500 Series - Pachi-Slot Hisshouhou! Sammy Revolution,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　パチスロ必勝法！サミーレヴォリューション
SuperLite 1500 Series - Pangaea (Japan),SLPM-86276,SuperLite 1500 Series - Pangaea,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　パンゲア
SuperLite 1500 Series - Pao Leeming Kanshuu - Fuusui Nyuumon (Japan),SLPM-87069,SuperLite 1500 Series - Pao Leeming Kanshuu - Fuusui Nyuumon,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　鮑黎明監修　風水入門
SuperLite 1500 Series - Pinball - Golden Logres (Japan),SLPM-86260,SuperLite 1500 Series - Pinball - Golden Logres,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ピンボール　ゴールデンログレス
SuperLite 1500 Series - Prismaticallization (Japan),SLPM-87194,SuperLite 1500 Series - Prismaticallization,ＳｕｐｅｒＬｉｔｅ　１５００　プリズマティカリゼーション
SuperLite 1500 Series - Qix 2000 (Japan),SLPM-86659,SuperLite 1500 Series - Qix 2000,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クイックス２０００
SuperLite 1500 Series - Quiz Master - Blue (Japan),SLPM-86517,SuperLite 1500 Series - Quiz Master - Blue,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クイズマスター　ブルー
SuperLite 1500 Series - Quiz Master - Red (Japan),SLPM-86516,SuperLite 1500 Series - Quiz Master - Red,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クイズマスター　レッド
SuperLite 1500 Series - Quiz Master - Yellow (Japan),SLPM-86518,SuperLite 1500 Series - Quiz Master - Yellow,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　クイズマスター　イエロー
SuperLite 1500 Series - Reversi II (Japan),SLPM-86282,SuperLite 1500 Series - Reversi II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　リバーシＩＩ
SuperLite 1500 Series - Ring of Sias (Japan),SLPM-86579,SuperLite 1500 Series - Ring of Sias,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　リング　オブ　サイアス
SuperLite 1500 Series - Sanvein (Japan),SLPM-86459,SuperLite 1500 Series - Sanvein,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ザンファイン
SuperLite 1500 Series - Screen (Japan),SLPM-86710,SuperLite 1500 Series - Screen,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　スクリーン
SuperLite 1500 Series - Seiyou Senseijutsu - Mark Yazaki Kanshuu (Japan),SLPM-86261,SuperLite 1500 Series - Seiyou Senseijutsu - Mark Yazaki Kanshuu,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　西洋占星術　マーク矢崎監修
SuperLite 1500 Series - Shanghai - Dynasty (Japan),SLPM-86764,SuperLite 1500 Series - Shanghai - Dynasty,ＳｕｐｅｒＬｉｔｅ １５００ シリーズ 上海ダイナスティ
SuperLite 1500 Series - Shichuu Suimei - Mark Yazaki Kanshuu (Japan),SLPM-86279,SuperLite 1500 Series - Shichuu Suimei - Mark Yazaki Kanshuu,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　四柱推命　マーク矢崎監修
SuperLite 1500 Series - Shinsei Toilet no Hanako-san (Japan),SLPM-86364,SuperLite 1500 Series - Shinsei Toilet no Hanako-san,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　～新生トイレの花子さん～
SuperLite 1500 Series - Shougi II (Japan),SLPM-86275,SuperLite 1500 Series - Shougi II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　－　将棋ＩＩ
SuperLite 1500 Series - Slither Link (Japan),SLPM-86839,SuperLite 1500 Series - Slither Link,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　スリザーリンク
SuperLite 1500 Series - Space Chaser 2000 (Japan),SLPM-86661,SuperLite 1500 Series - Space Chaser 2000,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　スペースチェイサー２０００
SuperLite 1500 Series - StarSweep (Japan),SLPM-86440,SuperLite 1500 Series - StarSweep,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　スタースイープ
SuperLite 1500 Series - Strikers 1945 II (Japan),SLPM-86631,SuperLite 1500 Series - Strikers 1945 II,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ストライカーズ１９４５ＩＩ
SuperLite 1500 Series - Super Casino Special (Japan),SLPM-86365,SuperLite 1500 Series - Super Casino Special,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　スーパーカジノスペシャル
SuperLite 1500 Series - Suudoku (Japan),SLPS-02066,SuperLite 1500 Series - Suudoku,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　数独
SuperLite 1500 Series - Suudoku 2 (Japan),SLPM-86425,SuperLite 1500 Series - Suudoku 2,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　数独２
SuperLite 1500 Series - Suudoku 3 (Japan),SLPM-86536,SuperLite 1500 Series - Suudoku 3,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　数独３
SuperLite 1500 Series - Suudoku 4 (Japan),SLPM-86676,SuperLite 1500 Series - Suudoku 4,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　数独４
SuperLite 1500 Series - Suudoku 5 (Japan),SLPM-86741,SuperLite 1500 Series - Suudoku 5,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　数独５
SuperLite 1500 Series - Tenant Wars Alpha - SuperLite 1500 Version (Japan),SLPM-86240,SuperLite 1500 Series - Tenant Wars Alpha - SuperLite 1500 Version,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　テナントウォーズα　スーパーライト１５００バージョン
SuperLite 1500 Series - The Curling (Japan),SLPM-86237,SuperLite 1500 Series - The Curling,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ザ・カーリング
SuperLite 1500 Series - The FamiRes (Japan),SLPM-87253,SuperLite 1500 Series - The FamiRes,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ザ・ファミレス
SuperLite 1500 Series - The Game Maker (Japan),SLPM-86441,SuperLite 1500 Series - The Game Maker,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　ザ・ゲームメーカー
SuperLite 1500 Series - The Tetris (Japan),SLPM-86581,SuperLite 1500 Series - The Tetris,ＳｕｐｅｒＬｉｔｅ １５００ シリーズ　ザ・テトリス
SuperLite 1500 Series - Tower Dream 2 (Japan),SLPM-86442,SuperLite 1500 Series - Tower Dream 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　タワードリーム２
SuperLite 1500 Series - Uno (Japan),SLPM-86401,SuperLite 1500 Series - Uno,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ウノ
SuperLite 1500 Series - Wizard's Harmony (Japan),SLPM-87189,SuperLite 1500 Series - Wizard's Harmony,ＳｕｐｅｒＬｉｔｅ　１５００シリーズ　ウィザーズハーモニー
SuperLite 1500 Series - Wizard's Harmony 2 (Japan),SLPM-87188,SuperLite 1500 Series - Wizard's Harmony 2,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ウィザーズハーモニー２
SuperLite 1500 Series - Wizard's Harmony R (Japan),SLPM-87190,SuperLite 1500 Series - Wizard's Harmony R,ＳｕｐｅｒＬｉｔｅ　１５００　シリーズ　ウィザーズハーモニーＲ
SuperLite 1500 Series - Yoshimoto Mahjong Club (Japan),SLPM-86633,SuperLite 1500 Series - Yoshimoto Mahjong Club Deluxe,
SuperLite 3in1 Series - Arcade Classic-shuu (Japan),SLPM-86984,SuperLite 3in1 Series - Arcade Classic-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　～アーケード・クラシック・集～
SuperLite 3in1 Series - Board Game-shuu (Japan),SLPM-86982,SuperLite 3in1 Series - Board Game-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　ボードゲーム集
SuperLite 3in1 Series - Card Game-shuu (Japan),SLPM-86983,SuperLite 3in1 Series - Card Game-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　カードゲーム集
SuperLite 3in1 Series - Crossword-shuu (Japan),SLPM-86954,SuperLite 3in1 Series - Crossword-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　～クロスワード集～
SuperLite 3in1 Series - NumCro-shuu (Japan),SLPM-86957,SuperLite 3in1 Series - NumCro-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　ナンクロ集
SuperLite 3in1 Series - Oekaki Puzzle-shuu (Japan),SLPM-86955,SuperLite 3in1 Series - Oekaki Puzzle-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　おえかきパズル集
SuperLite 3in1 Series - Quiz-shuu (Japan),SLPM-86987,SuperLite 3in1 Series - Quiz-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　クイズ集
SuperLite 3in1 Series - Suudoku-shuu (Japan),SLPM-86956,SuperLite 3in1 Series - Suudoku-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　数独集
SuperLite 3in1 Series - Tsuri-shuu (Japan),SLPM-86981,SuperLite 3in1 Series - Tsuri-shuu,ＳｕｐｅｒＬｉｔｅ　３ｉｎ１　シリーズ　釣りゲーム集
SuperLite Gold Series - Minna no Chess (Japan),SLPM-86958,SuperLite Gold Series - Minna no Chess,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　みんなのチェス
SuperLite Gold Series - Minna no Igo (Japan),SLPM-86921,SuperLite Gold Series - Minna no Igo,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　みんなの囲碁
SuperLite Gold Series - Minna no Mahjong (Japan),SLPM-86799,SuperLite Gold Series - Minna no Mahjong,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　みんなの麻雀
SuperLite Gold Series - Minna no Othello (Japan),SLPM-86919,SuperLite Gold Series - Minna no Othello,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　みんなのオセロ
SuperLite Gold Series - Minna no Shougi - Chuukyuu-hen (Japan),SLPM-87009,SuperLite Gold Series - Minna no Shougi - Chuukyuu-hen,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　みんなの将棋　中級編
SuperLite Gold Series - Minna no Shougi - Joukyuu-hen (Japan),SLPM-87010,SuperLite Gold Series - Minna no Shougi - Joukyuu-hen,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　みんなの将棋　上級編
SuperLite Gold Series - Minna no Shougi - Shokyuu-hen (Japan),SLPM-86920,SuperLite Gold Series - Minna no Shougi - Shokyuu-hen,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　みんなの将棋　初級編
SuperLite Gold Series - Otenami Haiken (Japan),SLPM-86819,SuperLite Gold Series - Otenami Haiken,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　おてなみ拝見
SuperLite Gold Series - Wizardry - Llylgamyn Saga (Japan),SLPM-87037,SuperLite Gold Series - Wizardry - Llylgamyn Saga,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　ウィザードリィ　リルガミン　サーガ
SuperLite Gold Series - Wizardry - New Age of Llylgamyn (Japan),SLPM-86878,SuperLite Gold Series - Wizardry - New Age of Llylgamyn,ＳｕｐｅｒＬｉｔｅ　Ｇｏｌｄ　シリーズ　ウィザードリィ　ニューエイジオブリルガミン
"Supersonic Racers (Europe) (En,Fr,De,Es,It)",SLES-00080,Supersonic Racers,
"Superstar Dance Club - 1 Hits!!! (Europe) (En,Fr,De,Es,It)",SLES-04088,Superstar Dance Club - 1 Hits!!!,
Superstar Dance Club - 1 Hits!!! (USA),SLUS-01493,Superstar Dance Club - 1 Hits!!!,
Surf Riders (Europe),SLES-02838,Surf Riders,
Surf Riders (USA),SLUS-01190,Surf Riders,
Susume! Kaizoku - Be Pirates! (Japan),SLPS-01737,Susume! Kaizoku - Be Pirates!,進め！海賊
Susume! Kaizoku - Be Pirates! (Japan) (Demo),SLPM-80367,Susume! Kaizoku - Be Pirates! (Demo),進め！海賊
Susume! Taisen Puzzle-dama (Japan),SLPS-00255,Susume! Taisen Puzzle-dama,進め！対戦ぱずるだま
Suzu Monogatari (Japan),SLPS-02730,Suzu Monogatari,鈴ものがたり
Suzuki Alstare Challenge (France),SLES-02221,Suzuki Alstare Challenge,
Suzuki Bakuhatsu (Japan),SLPM-86513,Suzuki Bakuhatsu,鈴木爆発
Suzuki Bakuhatsu (Japan) (Demo),SLPM-80565,Suzuki Bakuhatsu (Demo),鈴木爆発
Sven-Goeran Eriksson's World Challenge (Europe),SLES-03867,Sven-Goeran Eriksson's World Challenge,
Sven-Goeran Eriksson's World Manager (Europe),SLES-03826,Sven-Goeran Eriksson's World Manager,
"Swagman (Europe) (En,Fr,De)",SLES-00025,Swagman,
"Swagman (Europe) (En,Fr,De) (Beta) (1997-05-19)",SLES-00025,Swagman,
"Swagman (Europe) (En,Fr,De) (Demo)",SLED-00665,Swagman (Demo),
Swagman (USA),SLUS-00151,Swagman,
"Swing (Europe) (En,Fr,De)",SLES-02032,Swing,
Swing (Germany),SLES-01626,Swing,
"Sword of Camelot, The (Europe) (En,Fr,De,Nl)",SLES-02956,The Sword of Camelot,
Sydney 2000 (Australia),SLES-02862,Sydney 2000,
Sydney 2000 (Europe),SLES-02857,Sydney 2000,
Sydney 2000 (France),SLES-02858,Sydney 2000,
Sydney 2000 (Germany),SLES-02859,Sydney 2000,
Sydney 2000 (Italy),SLES-02860,Sydney 2000,
Sydney 2000 (Japan),SLPM-86626,Sydney 2000,シドニー２０００
Sydney 2000 (Spain),SLES-02861,Sydney 2000,
Sydney 2000 (USA),SLUS-01177,Sydney 2000,
"Syndicate Wars (Europe) (En,Fr,Es,It,Sv)",SLES-00213,Syndicate Wars,
Syndicate Wars (Germany),SLES-00212,Syndicate Wars,
Syndicate Wars (USA),SLUS-00262,Syndicate Wars,
"Syphon Filter (Europe, Australia)",SCES-01910,Syphon Filter,
Syphon Filter (France),SCES-01911,Syphon Filter,
Syphon Filter (Germany),SCES-01912,Syphon Filter,
Syphon Filter (Italy),SCES-01913,Syphon Filter,
Syphon Filter (Japan),SLPS-03138,,
Syphon Filter (Japan),SLPS-02216,Syphon Filter,サイフォン・フィルター
Syphon Filter (Japan) (Demo),SLPM-80448,Syphon Filter (Demo),サイフォン・フィルター
Syphon Filter (Spain),SCES-01914,Syphon Filter,
Syphon Filter (USA),SCUS-94240,Syphon Filter,
Syphon Filter (USA) (Demo),SCUS-94362,Syphon Filter (Demo),
Syphon Filter (USA) (Rev 1),SCUS-94240,Syphon Filter,
Syphon Filter 2 - Conspiracion Mortal (Spain) (Disc 1),SCES-02289,Syphon Filter 2 - Conspiracion Mortal (Disc 1),
Syphon Filter 2 - Conspiracion Mortal (Spain) (Disc 2),SCES-12289,Syphon Filter 2 - Conspiracion Mortal (Disc 2),
Syphon Filter 2 (Europe) (Disc 1) (Beta) (2000-02-18),SCES-02285,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Europe) (Disc 1) (Rev 1),SCES-02285,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Europe) (Disc 2),SCES-12285,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (Europe) (Disc 2) (Beta) (2000-02-18),SCES-12285,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (Europe) (Disc 2) (Rev 1),SCES-12285,Syphon Filter 2 (Disc 2),
"Syphon Filter 2 (Europe, Australia) (Disc 1)",SCES-02285,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (France) (Disc 1),SCES-02286,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (France) (Disc 1) (Rev 1),SCES-02286,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (France) (Disc 2),SCES-12286,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (France) (Disc 2) (Rev 1),SCES-12286,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (Germany) (Disc 1),SCES-02287,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Germany) (Disc 1) (EDC),SCES-02287,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Germany) (Disc 2),SCES-12287,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (Italy) (Disc 1),SCES-02288,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Italy) (Disc 1) (Rev 1),SCES-02288,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (Italy) (Disc 2),SCES-12288,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (Italy) (Disc 2) (Rev 1),SCES-12288,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (USA) (Demo),SCUS-94393,Syphon Filter 2 (Demo),
Syphon Filter 2 (USA) (Disc 1),SCUS-94451,Syphon Filter 2 (Disc 1),
