redump_name,serial,name,localizedName
Syphon Filter 2 (USA) (Disc 2),SCUS-94451,Syphon Filter 2 (Disc 1),
Syphon Filter 2 (USA) (Disc 2),SCUS-94492,Syphon Filter 2 (Disc 2),
Syphon Filter 2 (USA) (Disc 2) (Beta) (2000-01-11),PSRM-017100,Syphon Filter 2 (Disc 2) (Beta),
Syphon Filter 3 - Sentencia Final (Spain),SCES-03701,Syphon Filter 3 - Sentencia Final,
Syphon Filter 3 - Sentencia Final (Spain) (Demo),SCED-03780,Syphon Filter 3 - Sentencia Final (Demo),
Syphon Filter 3 (Europe) (Beta) (2001-09-03),SCES-03697,Syphon Filter 3,
"Syphon Filter 3 (Europe, Australia)",SCES-03697,Syphon Filter 3,
Syphon Filter 3 (France),SCES-03698,Syphon Filter 3,
Syphon Filter 3 (Germany),SCES-03699,Syphon Filter 3,
Syphon Filter 3 (Italy),SCES-03700,Syphon Filter 3,
Syphon Filter 3 (USA),SCUS-94640,Syphon Filter 3,
Syphon Filter 3 (USA) (Demo),SCUS-94661,Syphon Filter 3 (Demo),
T kara Hajimaru Monogatari (Japan),SLPS-01350,T kara Hajimaru Monogatari,Ｔから始まる物語
T.R.A.G. - Mission of Mercy (USA),SLUS-00813,T.R.A.G. - Mission of Mercy,
Tactical Armor Custom Gasaraki (Japan),SLPS-02181,Tactical Armor Custom Gasaraki,タクティカ・ルアーマー・カスタム・ガサラキ
Tactics Ogre - Let Us Cling Together (Japan),SLPS-02524,Tactics Ogre - Let Us Cling Together,タクティクス　オウガ
Tactics Ogre (USA),SLUS-00560,Tactics Ogre,
Tadaima Wakusei Kaitaku-chuu! (Japan),SLPS-00116,Tadaima Wakusei Kaitaku-chuu!,ただいま惑星開拓中！
T'ai Fu - Die Rache des Tigers (Germany),SLES-01473,T'ai Fu - Die Rache des Tigers,
T'ai Fu - Wrath of the Tiger (Europe),SLES-01460,T'ai Fu - Wrath of the Tiger,
T'ai Fu - Wrath of the Tiger (Europe) (Demo),SLED-01609,T'ai Fu - Wrath of the Tiger (Demo),
T'ai Fu - Wrath of the Tiger (France),SLES-01472,T'ai Fu - Wrath of the Tiger,
T'ai Fu - Wrath of the Tiger (Italy),SLES-01474,T'ai Fu - Wrath of the Tiger,
T'ai Fu - Wrath of the Tiger (USA),SLUS-00787,T'ai Fu - Wrath of the Tiger,
Taiho Shichau zo - You're Under Arrest (Japan) (Disc 1),SLPM-86782,Taiho Shichau zo - You're Under Arrest (Disc 1),逮捕しちゃうぞ　Ｙｏｕ’ｒｅ　Ｕｎｄｅｒ　Ａｒｒｅｓｔ (DISC 1)
Taiho Shichau zo - You're Under Arrest (Japan) (Disc 1) (Shokai Genteiban),SLPM-86780,Taiho Shichau zo - You're Under Arrest (Disc 1) (Shokai Genteiban),逮捕しちゃうぞ　Ｙｏｕ’ｒｅ　Ｕｎｄｅｒ　Ａｒｒｅｓｔ
Taiho Shichau zo - You're Under Arrest (Japan) (Disc 2),SLPM-86783,Taiho Shichau zo - You're Under Arrest (Disc 2),逮捕しちゃうぞ　Ｙｏｕ’ｒｅ　Ｕｎｄｅｒ　Ａｒｒｅｓｔ (DISC 2)
Taiho Shichau zo - You're Under Arrest (Japan) (Disc 2) (Shokai Genteiban),SLPM-86781,Taiho Shichau zo - You're Under Arrest (Disc 2) (Shokai Genteiban),逮捕しちゃうぞ　Ｙｏｕ’ｒｅ　Ｕｎｄｅｒ　Ａｒｒｅｓｔ
Taiken Bandai Vol. 2 (Japan),SLPM-80415,Taiken Bandai Vol. 2,体験バンダイＶｏｌ．２
Taiken Bandai! Vol. 1 (Japan),SLPM-80305,Taiken Bandai! Vol. 1,体験バンダイ！Ｖｏｌ．１
Taiketsu Rumiizu! Meruhen Land (Japan),SLPS-00202,Taiketsu Rumiizu! Meruhen Land,対決　るみーず！　メルヘンランド
Taikou Risshiden II (Japan),SLPS-00234,Taikou Risshiden II,太閤立志伝Ⅱ
Taikou Risshiden II (Japan) (Rev 1),SLPM-86789,,
Taikou Risshiden II (Japan) (Rev 1),SLPS-91042,,
Taikou Risshiden II (Japan) (Rev 1),SLPS-00234,Taikou Risshiden II,太閤立志伝Ⅱ
Taikou Risshiden III (Japan),SLPM-86268,Taikou Risshiden III,太閤立志伝Ⅲ
Taikou Risshiden III (Japan) (Rev 1),SLPM-86608,Taikou Risshiden III,太閤立志伝Ⅲ
Taikou Risshiden III (Japan) (Rev 1),SLPM-87275,,
Taikyoku Igo - Heisei Kiin (Japan),SLPS-01131,Taikyoku Igo - Heisei Kiin,対局囲碁　平成棋院
Taikyoku Igo - Shinzui Gosennin - Nigou (Japan),SLPM-86467,Taikyoku Igo - Shinzui Gosennin - Nigou,対局囲碁　真髄・碁仙人　弐號
Taikyoku Igo - Shinzui Gosennin (Japan),SLPS-00457,Taikyoku Igo - Shinzui Gosennin,対局囲碁　真髄・碁仙人
Taikyoku Shougi - Kiwame (Japan),SLPS-00059,Taikyoku Shougi - Kiwame,対局将棋　極
Tail Concerto (France),SLES-01390,Tail Concerto,
Tail Concerto (Japan),SLPS-01299,Tail Concerto,テイルコンチェルト
Tail Concerto (USA),SLUS-00660,Tail Concerto,
Tail Concerto (USA) (Demo),SLUS-90060,Tail Concerto (Demo),
Tail of the Sun (USA),SCUS-94607,Tail of the Sun,
Taisen Ren'ai Simulation - Trifers Mahou Gakuen (Japan),SLPS-02672,Taisen Ren'ai Simulation - Trifers Mahou Gakuen,対戦恋愛シミュレーション　トリフェルズ魔法学園
Taiyo no Otsuge (Japan),SLPS-02029,Taiyo no Otsuge,太陽のお告げ
"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",SLPS-91034,,
"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",SLPS-91411,,
"Taiyou no Shippo - Wild, Pure, Simple Life (Japan)",SLPS-00330,"Taiyou no Shippo - Wild, Pure, Simple Life",太陽のしっぽ
Taklamakan - Tonkou Denki (Japan),SLPS-00593,Taklamakan - Tonkou Denki,タクラマカン　～敦煌傅奇～
Tales of Destiny (Japan),SLPS-01100,Tales of Destiny,テイルズ　オブ　デスティニー
Tales of Destiny (Japan) (Preview Edition by Namco),SLPM-80133,Tales of Destiny (Preview Edition by Namco),テイルズ・オブ・デスティニー
Tales of Destiny (Japan) (Preview Edition by Namco) (Famitsuu Version),SLPM-80179,Tales of Destiny (Preview Edition) (Famitsuu Version),
Tales of Destiny (Japan) (Rev 1),SLPS-91111,Tales of Destiny,テイルズ　オブ　デスティニー
Tales of Destiny (USA),SLUS-00626,Tales of Destiny,
Tales of Destiny II (USA) (Disc 1),SLUS-01355,Tales of Destiny II (Disc 1),
Tales of Destiny II (USA) (Disc 2),SLUS-01367,Tales of Destiny II (Disc 2),
Tales of Destiny II (USA) (Disc 3),SLUS-01368,Tales of Destiny II (Disc 3),
Tales of Eternia (Japan) (Demo),SLPM-80586,Tales of Eternia (Demo),テイルズ・オブ・エターニア
Tales of Eternia (Japan) (Disc 1),SLPS-91247,,
Tales of Eternia (Japan) (Disc 1),SLPS-03050,Tales of Eternia (Disc 1),テイルズ　オブ　エターニア (DISC 1)
Tales of Eternia (Japan) (Disc 1) (Premium Box),SLPS-03045,Tales of Eternia (Disc 1) (Premium Box),テイルズ　オブ　エターニア
Tales of Eternia (Japan) (Disc 2),SLPS-91248,,
Tales of Eternia (Japan) (Disc 2),SLPS-03051,Tales of Eternia (Disc 2),テイルズ　オブ　エターニア (DISC 2)
Tales of Eternia (Japan) (Disc 2) (Premium Box),SLPS-03046,Tales of Eternia (Disc 2) (Premium Box),テイルズ　オブ　エターニア
Tales of Eternia (Japan) (Disc 3),SLPS-91249,,
Tales of Eternia (Japan) (Disc 3),SLPS-03052,Tales of Eternia (Disc 3),テイルズ　オブ　エターニア (DISC 3)
Tales of Eternia (Japan) (Disc 3) (Premium Box),SLPS-03047,Tales of Eternia (Disc 3) (Premium Box),テイルズ　オブ　エターニア
Tales of Fandom Vol. 1 - Cless Version (Japan),SLPS-03375,Tales of Fandom Vol. 1 - Cless Version,テイルズ　オブ　ファンダム　Ｖｏｌ．１　クレスバージョン
Tales of Fandom Vol. 1 - Mint Version (Japan),SLPS-03376,Tales of Fandom Vol. 1 - Mint Version,テイルズ　オブ　ファンダム　Ｖｏｌ．１　ミントバージョン
Tales of Phantasia (Japan),SLPS-91210,,
Tales of Phantasia (Japan),SLPS-01770,Tales of Phantasia,テイルズ・オブ・ファンタジア
Tales of Phantasia (Japan) (Demo),SLPM-80344,Tales of Phantasia (Demo),テイルズ・オブ・ファンタジア
Tall - Infinity (USA),SLUS-01547,Tall - Infinity,
Tall - Twins Tower (Japan),SLPS-03021,Tall - Twins Tower,トール　ツインズ・タワー
Tall Unlimited (Japan),SLPS-02366,Tall Unlimited,トール　アンリミテッド
Tall Unlimited (Japan) (Major Wave),SLPM-87116,Tall Unlimited (Major Wave),トールアンリミテッド
Tama - Adventurous Ball in Giddy Labyrinth (Japan),SLPS-00003,Tama - Adventurous Ball in Giddy Labyrinth,
Tamago de Puzzle (Japan),SCPS-10044,Tamago de Puzzle,たまごＤＥパズル
Tamago de Puzzle (Japan) (Demo),PCPX-96153,Tamago de Puzzle (Demo),たまごＤＥパズル
Tamamayu Monogatari - Dennou Bijutsukan (Japan),PAPX-90065,Tamamayu Monogatari - Dennou Bijutsukan,玉繭物語　～電脳美術館～
Tamamayu Monogatari - Dennou Bijutsukan (Japan),SLPM-80325,,
Tamamayu Monogatari (Japan),SLPS-01729,Tamamayu Monogatari,玉繭物語
Tamamayu Monogatari (Japan) (PlayStation the Best),SLPS-91154,Tamamayu Monogatari (PlayStation the Best),玉繭物語
Tanaka Torahiko no Ultra-ryuu Shougi - Ibisha Anaguma-hen (Japan),SLPS-02261,Tanaka Torahiko no Ultra-ryuu Shougi - Ibisha Anaguma-hen,田中寅彦のウル寅流将棋　～居飛車穴熊編～
Tank Racer (Europe) (Demo),SLED-01942,Tank Racer (Demo),
"Tank Racer (Europe) (En,Fr,De,Es,It)",SLES-01248,Tank Racer,
Tanoshii Mahjong (Japan),SLPM-86172,Tanoshii Mahjong,たのしい麻雀
Tantei Jinguuji Saburou - Early Collection (Japan),SLPS-02157,Tantei Jinguji Saburo - Early Collection,
Tantei Jinguuji Saburou - Early Collection (Japan) (Fukyuuban),SLPS-03137,Tantei Jinguji Saburo - Early Collection (Fukyuuban),
Tantei Jinguuji Saburou - Mikan no Report (Japan),SLPS-00544,Tantei Jinguji Saburo - Mikan no Rupo,
Tantei Jinguuji Saburou - Mikan no Report (Japan) (Fukyuuban),SLPS-03016,Tantei Jinguji Saburo - Mikan no Rupo (Fukyuuban),
Tantei Jinguuji Saburou - Tomoshibi ga Kienu Ma ni (Japan),SLPS-02427,Tantei Jinguji Saburo - Tomoshibi ga Kienu Ma ni,
Tantei Jinguuji Saburou - Tomoshibi ga Kienu Ma ni (Japan) (Fukyuuban),SLPS-03015,Tantei Jinguji Saburo - Tomoshibi ga Kienu Ma ni (Fukyuuban),
Tantei Jinguuji Saburou - Yume no Owari ni (Japan),SLPS-01356,Tantei Jinguji Saburo - Yume no Owari ni,
Tantei Jinguuji Saburou - Yume no Owari ni (Japan) (Fukyuuban),SLPS-03014,Tantei Jinguji Saburo - Yume no Owari ni (Fukyuuban),
Taregoro - Tarepanda no Iru Nichijou (Japan),SLPS-02883,Taregoro - Tarepanda no Iru Nichijou,たれごろ　～たれぱんだのいる日常～
Tasogare no Ode - Ode to the Sunset Era (Japan),SLPS-02884,,
Tasogare no Ode - Ode to the Sunset Era (Japan),SLPS-00532,Tasogare no Ode,黄昏のオード　ＯＤＥ　ＴＯ　ＴＨＥ　ＳＵＮＳＥＴ　ＥＲＡ
Tatsunoko Fight (Japan),SLPS-02939,Tatsunoko Fight,タツノコファイト
"Taxi 2 (France) (En,Fr)",SLES-03597,Taxi 2,
"Team Buddies (Europe) (En,Es,It)",SCES-02986,Team Buddies,
"Team Buddies (Europe) (En,Fr,De)",SCES-01923,Team Buddies,
Team Buddies (USA),SLUS-00869,Team Buddies,
Team Losi RC Racer (USA),SLUS-00666,Team Losi RC Racer,
Tech PlayStation 97-10 (Japan),SLPM-80140,Tech PlayStation 97-10,
Tech PlayStation 97-4 (Japan),SLPM-80084,Tech PlayStation 97-4,
Tech PlayStation 97-5 (Japan),SLPM-80089,Tech PlayStation 97-5,
Tech PlayStation 97-6 (Japan),SLPM-80100,Tech PlayStation 97-6,
Tech PlayStation 97-7 (Japan),SLPM-80108,Tech PlayStation 97-7,
Tech PlayStation 97-8 (Japan),SLPM-80117,Tech PlayStation 97-8,
Tech PlayStation 97-9 (Japan),SLPM-80128,Tech PlayStation 97-9,
Tech PlayStation Vol. 1 (Japan),SLPM-80188,Tech PlayStation Vol. 1,
Techno BB (Japan),SLPM-86738,Techno BB,テクノビービー
TechnoMage - De Terugkeer der Eeuwigheid (Netherlands),SLES-03245,TechnoMage - De Terugkeer der Eeuwigheid,
TechnoMage - Die Rueckkehr der Ewigkeit (Germany),SLES-02831,TechnoMage - Die Rueckkehr der Ewigkeit,
Technomage - El Retorno de la Eternidad (Spain),SLES-03244,Technomage - El Retorno de la Eternidad,
TechnoMage - En Quete de L'Eternite (France),SLES-03242,TechnoMage - En Quete de L'Eternite,
TechnoMage - Return of Eternity (Europe),SLES-03241,TechnoMage - Return of Eternity,
TechnoMage - Ritorno all'Eternita (Italy),SLES-03243,TechnoMage - Ritorno all'Eternita,
Tecmo Stackers (USA),SLUS-00315,Tecmo Stackers,
Tecmo Super Bowl (Japan),SLPS-00565,Tecmo Super Bowl,テクモスーパーボウル
Tecmo Super Bowl (USA),SLUS-00070,Tecmo Super Bowl,
Tecmo World Golf - Japan (USA),SLUS-00299,Tecmo World Golf - Japan,
Tecmo's Deception - Invitation to Darkness (USA),SLUS-00340,Tecmo's Deception - Invitation to Darkness,
Teitoku no Ketsudan II (Japan),SLPM-86178,Teitoku no Ketsudan II,提督の決断Ⅱ
Teitoku no Ketsudan II (Japan),SLPM-86786,,
Teitoku no Ketsudan II (Japan),SLPS-00448,,
Teitoku no Ketsudan III (Japan),SLPM-86204,Teitoku no Ketsudan III,提督の決断Ⅲ
Teitoku no Ketsudan III (Japan),SLPS-00788,,
Teitoku no Ketsudan III with Power-Up Kit (Japan),SLPS-01216,Teitoku no Ketsudan III with Power-Up Kit,提督の決断Ⅲ　ｗｉｔｈ　パワーアップ・キット
Tekken (Europe),SCES-00005,Tekken,
Tekken (Japan),SLPS-00040,Tekken,鉄拳
Tekken (Japan) (Rev 1),SLPS-00040,Tekken,鉄拳
Tekken (Japan) (Rev 1),SLPS-91020,,
Tekken (USA),SLUS-00006,Tekken,
Tekken 2 (Europe),SCES-00255,Tekken 2,
Tekken 2 (Europe) (EDC),SCES-00255,Tekken 2,
Tekken 2 (Japan),SLPS-00300,Tekken 2,鉄拳２
Tekken 2 (Japan) (Rev 1),SLPS-91055,,
Tekken 2 (Japan) (Rev 1),SLPS-00300,Tekken 2,鉄拳２
Tekken 2 (USA),SLUS-00213,Tekken 2,
Tekken 2 (USA) (Rev 1),SLUS-00213,Tekken 2,
Tekken 2 + Fade to Black + F1 + V-CD (Germany),SCED-00494,Tekken 2 + Fade to Black + F1 + V-CD,
Tekken 2 + Fade to Black + V-CD (France),SCED-00467,Tekken 2 + Fade to Black + V-CD,
Tekken 3 (Europe) (Alt),SCES-01237,Tekken 3,
"Tekken 3 (Europe, Australia)",SCES-01237,Tekken 3,
Tekken 3 (France) (Demo),SCED-01384,Tekken 3 (Demo),
Tekken 3 (Japan) (Rev 1),SLPS-91202,Tekken 3,鉄拳３
"Tekken 3 (Japan, Asia)",SCPS-45213,Tekken 3,鉄拳３
"Tekken 3 (Japan, Asia)",SCPS-45215,,
"Tekken 3 (Japan, Asia)",SLPS-01300,,
Tekken 3 (USA),SLUS-00402,Tekken 3,
Tekkyuu - True Pinball (Japan),SLPS-00365,Tekkyuu - True Pinball,鉄球　トゥルー・ピンボール
Telefoot Manager (France),SLES-02131,Telefoot Manager,
Tempest X3 (Europe),SLES-00316,Tempest X3,
Tempest X3 (USA),SLUS-00283,Tempest X3,
Ten made Jack - Odoroki Mamenoki Daitoubou!! (Japan),SLPM-86368,Ten made Jack - Odoroki Mamenoki Daitoubou!!,天までジャック　～オドロキマメノキ大登亡！！～
Ten Pin Alley (Europe),SLES-00534,Ten Pin Alley,
Ten Pin Alley (USA),SLUS-00377,Ten Pin Alley,
Tenant Wars (Japan),SLPS-01243,Tenant Wars,テナントウォーズ
Tenchi Muyou! Toukou Muyou (Japan) (Disc 1),SLPS-00451,Tenchi Muyou! Toukou Muyou (Disc 1),天地無用！登校無用 (DISC 1)
Tenchi Muyou! Toukou Muyou (Japan) (Disc 2),SLPS-00452,Tenchi Muyou! Toukou Muyou (Disc 2),天地無用！登校無用 (DISC 2)
Tenchi o Kurau II - Sekiheki no Tatakai (Japan),SLPM-87400,Tenchi o Kurau II - Sekiheki no Tatakai,天地を喰らうⅡ　～赤壁の戦い～
Tenchi o Kurau II - Sekiheki no Tatakai (Japan),SLPS-00203,,
"Tenchu - Stealth Assassins (Europe) (En,Fr,It)",SLES-01374,Tenchu - Stealth Assassins,
"Tenchu - Stealth Assassins (Europe) (En,Fr,It) (Demo)",SLED-01467,Tenchu - Stealth Assassins (Demo),
Tenchu - Stealth Assassins (USA),SLUS-00706,Tenchu - Stealth Assassins,
Tenchu - Stealth Assassins (USA) (Rev 1),SLUS-00706,Tenchu - Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (Europe),SLES-02452,Tenchu 2 - Birth of the Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (France),SLES-02462,Tenchu 2 - Birth of the Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (Germany),SLES-02463,Tenchu 2 - Birth of the Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (Italy),SLES-02464,Tenchu 2 - Birth of the Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (Spain),SLES-02465,Tenchu 2 - Birth of the Stealth Assassins,
Tenchu 2 - Birth of the Stealth Assassins (USA),SLUS-00939,Tenchu 2 - Birth of the Stealth Assassins,
Tenga Seiha (Japan),SLPS-00712,Tenga Seiha,天下制覇
Tenka Touitsu (Japan) (Rev 1),SLPS-01678,Tenka Touitsu,天下統一
Tenkuu no Escaflowne (Japan),SLPS-01015,Tenkuu no Escaflowne,天空のエスカフローネ
Tenkuu no Escaflowne (Japan) (Genteiban),SLPS-01014,Tenkuu no Escaflowne (Genteiban),天空のエスカフローネ
Tenkuu no Restaurant - Hello! Project Ver. (Japan),SLPM-86734,Tenkuu no Restaurant - Hello! Project Ver.,天空のレストラン　Ｈｅｌｌｏ！　Ｐｒｏｊｅｃｔ　Ｖｅｒ．
Tenkuu no Restaurant (Japan),SLPM-86584,Tenkuu no Restaurant,天空のレストラン
Tenkuu no Restaurant (Japan) (Rev 1),SLPS-91452,Tenkuu no Restaurant,天空のレストラン
Tennis (USA),SLUS-01348,Tennis,
"Tennis Arena (Europe) (En,Fr,De,Es,It)",SLES-00935,Tennis Arena,
Tennis Arena (Japan),SLPS-01303,Tennis Arena,テニス・アリーナ
Tennis Arena (USA),SLUS-00596,Tennis Arena,
Tennis no Oujisama - Sweat & Tears (Japan),SLPM-87155,Tennis no Oujisama - Sweat & Tears,テニスの王子様　スウェットアンドティアーズ
Tennis no Oujisama - Sweat & Tears (Japan) (Rev 1),SLPM-87296,Tennis no Oujisama - Sweat & Tears,テニスの王子様　スウェットアンドティアーズ
Tennis no Oujisama (Japan),SLPM-87287,,
Tennis no Oujisama (Japan),SLPM-87028,Tennis no Oujisama,テニスの王子様
Tensen Nyannyan Gekijouban (Japan),SLPS-01278,Tensen Nyannyan Gekijouban,天仙娘々　～劇場版～
Tenshi Doumei (Japan),SLPS-01228,Tenshi Doumei,天使同盟
Tenshi na Konamaiki (Japan),SLPS-03466,Tenshi na Konamaiki,天使な小生意気
Tentama (Japan),SLPS-03132,Tentama,てんたま
"Terracon (Europe) (En,Fr,De,Es,It)",SCES-02836,Terracon,
"Terry Pratchett's Discworld (Europe) (En,Fr,De,Es,It)",SCES-00012,Terry Pratchett's Discworld,
Terry Pratchett's Discworld (Germany),SLES-00193,Terry Pratchett's Discworld,
Terry Pratchett's Discworld (USA),SCUS-94600,Terry Pratchett's Discworld,
"Test Drive 4 (Europe) (En,Fr,De,It)",SLES-00948,Test Drive 4,
Test Drive 4 (Japan),SLPS-01288,Test Drive 4,テストドライブ４
Test Drive 4 (USA),SLUS-00487,Test Drive 4,
"Test Drive 4x4 (Europe) (En,Fr,De)",SLES-01179,Test Drive 4x4,
"Test Drive 5 (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-01165,Test Drive 5,
Test Drive 5 (Japan),SLPS-01964,Test Drive 5,テスト・ドライブ５
Test Drive 5 (USA),SLUS-00610,Test Drive 5,
"Test Drive 6 (Europe) (En,Fr,De,Es,It)",SLES-02752,Test Drive 6,
Test Drive 6 (USA),SLUS-00839,Test Drive 6,
"Test Drive Le Mans (USA) (En,Fr,Es)",SLUS-01077,Test Drive Le Mans,
Test Drive Off-Road (Europe),SLES-00194,Test Drive Off-Road,
Test Drive Off-Road (USA),SLUS-00396,Test Drive Off-Road,
Test Drive Off-Road 2 (Japan),SLPS-01965,Test Drive Off-Road 2,テスト・ドライブ・オフロード２
Test Drive Off-Road 2 (USA),SLUS-00609,Test Drive Off-Road 2,
Test Drive Off-Road 3 (USA),SLUS-00840,Test Drive Off-Road 3,
Tetris Magiska Utmaning (Sweden),SCES-02179,Tetris Magiska Utmaning,
Tetris Plus (Europe),SLES-00442,Tetris Plus,
Tetris Plus (Japan),SLPS-01720,,
Tetris Plus (Japan),SLPS-00466,Tetris Plus,テトリス・プラス
Tetris Plus (USA),SLUS-00338,Tetris Plus,
Tetris with Card Captor Sakura - Eternal Heart (Japan),SLPS-02886,Tetris with Cardcaptor Sakura - Eternal Heart,テトリス　ｗｉｔｈ　カードキャプターさくら　エターナルハート
Tetris X (Japan),SLPS-91036,,
Tetris X (Japan),SLPS-00321,Tetris X,テトリスＸ
Tetsudou-ou 2 - Sekai Seifuku no Yabou!! (Japan),SLPS-01012,Tetsudou-ou 2 - Sekai Seifuku no Yabou!!,鉄道王２　～世界征服の野望！！～
Tetsudou-ou '96 - Iku ze Okuman Chouja!! (Japan),SLPS-00164,Tetsudou-ou '96 - Iku ze Okuman Chouja!!,鉄道王’９６　～いくぜ億万長者！！～
Tetsudou-ou '96 - Iku ze Okuman Chouja!! (Japan) (Rev 1),SLPS-00164,Tetsudou-ou '96 - Iku ze Okuman Chouja!!,鉄道王’９６　～いくぜ億万長者！！～
Tetsuya Komuro - Gaball Screen (Japan),SLPS-00676,,
Tetsuya Komuro - Gaball Screen (Japan),SLPS-00675,Tetsuya Komuro - Gaball Screen,小室哲哉　ガボールスクリーン
Tettei Kaiseki - Hisshou Pachi-Slot Doujou - Yamasa & Pioneer (Japan),SLPS-01718,Tettei Kaiseki - Hisshou Pachi-Slot Doujou - Yamasa & Pioneer,徹底解析　必勝パチスロ道場　～山佐＆パイオニア～
