Title,Disc_Serial
Armored Core - Project Phantasma (Japan),SLPS-01130
Armored Core - Project Phantasma (Japan) (PlayStation the Best),SLPS-91110
Armored Core - Project Phantasma (Japan) (PlayStation the Best),SLPS-91424
Armored Core - Project Phantasma (Japan) (Rev 1),SLPS-01130
Armored Core - Project Phantasma (USA),SLUS-00670
"Armored Core (Europe) (En,Fr,De,Es,It)",SCES-00842
Armored Core (Japan),SLPS-00900
Armored Core (Japan) (Demo 1),SLPM-80111
Armored Core (Japan) (Demo 2),SLPM-80118
Armored Core (Japan) (Demo 3),SLPM-80119
Armored Core (Japan) (Rev 1),SLPS-03581
Armored Core (Japan) (Rev 1),SLPS-91064
Armored Core (USA),SCUS-94182
Armored Core (USA) (Reprint),SLUS-01323
"Armorines - Project S.W.A.R.M. (Europe) (En,Fr,Es,It)",SLES-02617
Armorines - Project S.W.A.R.M. (Germany),SLES-02726
Armorines - Project S.W.A.R.M. (Japan),SLPM-86502
Armorines - Project S.W.A.R.M. (USA),SLUS-01022
"Army Men - Air Attack (Europe) (En,Es,It)",SLES-02620
"Army Men - Air Attack (Europe) (En,Fr,De)",SLES-02498
Army Men - Air Attack (USA),SLUS-00913
Army Men - Air Attack 2 (Europe),SLES-03226
Army Men - Air Attack 2 (France),SLES-03227
Army Men - Air Attack 2 (Germany),SLES-03228
Army Men - Air Attack 2 (Italy),SLES-03229
Army Men - Air Attack 2 (Spain),SLES-03230
Army Men - Air Attack 2 (USA),SLUS-01132
Army Men - Green Rogue (USA),SLUS-01330
"Army Men - Land, Sea, Air (Europe) (En,Fr,De,Es,It)",SLES-03231
"Army Men - Lock 'n' Load (Europe) (En,Fr,De,Es,It)",SLES-03414
"Army Men - Omega Soldier (Europe) (En,Fr,De,Es,It)",SLES-03431
"Army Men - Operation Meltdown (Europe) (En,Fr,De,Es,It)",SLES-02855
Army Men - Sarge's Heroes (Europe),SLES-02626
Army Men - Sarge's Heroes (France),SLES-02627
Army Men - Sarge's Heroes (Germany),SLES-02628
Army Men - Sarge's Heroes (Italy),SLES-02630
Army Men - Sarge's Heroes (Spain),SLES-02629
Army Men - Sarge's Heroes (USA),SLUS-00914
"Army Men - Sarge's Heroes 2 (Europe) (En,Fr,De,Es,It)",SLES-03316
Army Men - Sarge's Heroes 2 (USA),SLUS-01202
"Army Men - Team Assault (Europe) (En,Fr,De,Es,It)",SLES-03633
Army Men - World War - Final Front (USA),SLUS-01327
"Army Men - World War - Land, Sea, Air (USA)",SLUS-01203
Army Men - World War - Team Assault (USA),SLUS-01435
Army Men - World War (USA),SLUS-01079
"Army Men 3D (Europe) (En,Fr,De)",SLES-02378
Army Men 3D (USA),SLUS-00491
Art Camion - Geijutsuden (Japan),SLPS-02405
Art Camion - Sugorokuden (Japan),SLPS-02710
Artdink Preview (Japan),SLPM-80144
Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan),SLPS-00363
Arthur! Ready to Race (USA),SLUS-01090
ASCII Entertainment Demo CD (USA),SLUS-90010
ASCII Zanmai (Japan),SLPM-80289
Asciiware Training CD (USA),SLUS-90027
Asonde AIUEO (Japan),SLPS-03540
Asonde Chinou Up (Japan),SLPS-03542
Asonde Kazu Suuji (Japan),SLPS-03541
Assault - Retribution (USA),SLUS-00713
"Assault (Europe) (En,Fr,De,Es,It)",SLES-01244
"Assault (Europe) (En,Fr,De,Es,It) (Demo)",SLED-01533
Assault Rigs (Europe),SLES-00093
Assault Rigs (Japan),SLPS-00512
Assault Rigs (USA),SCUS-94405
Assault Suits Valken 2 (Japan),SLPS-00854
Assault Suits Valken 2 (Japan),SLPM-86872
Assault Suits Valken 2 (Japan) (Demo),SLPM-80452
"Asterix - Mega Madness (Europe) (En,Fr,De,Es,It,Nl)",SLES-03324
"Asterix - Mega Madness (Europe) (En,Fr,De,Es,It,Nl) (Demo)",SLED-03446
Asterix & Obelix contro Cesare (Italy),SLES-02474
Asterix & Obelix Take on Caesar (Europe),SLES-02475
"Asterix & Obelix Take on Caesar (Europe) (Es,Sv,No)",SLES-02473
"Asterix & Obelix Take on Caesar (Europe) (Fr,De,Nl)",SLES-02092
"Asterix (Europe) (En,Fr,De,Nl)",SLES-01416
"Asterix (Europe) (En,Fr,Es,It)",SLES-01748
"Asterix (Europe) (En,Fr,Nl) (Rev 1)",SLES-01416
Asteroids (Europe),SLES-01418
Asteroids (France),SLES-01468
Asteroids (Germany),SLES-01469
Asteroids (Italy),SLES-01470
Asteroids (USA),SLUS-00773
Astro Trooper Vanark (Japan),SLPS-01862
Astronoka (Japan) (Demo Movie),SLPM-80278
Astronoka (Japan) (Demo),SLPM-86107
Astronoka (Japan) (Disc 1),SLPM-86088
Asuka 120% Excellent - Burning Fest. Excellent (Japan),SLPS-00849
Asuka 120% Final - Burning Fest. Final (Japan),SLPS-02074
Asuka 120% Special - Burning Fest. Special (Japan),SLPS-00231
Asuka 120% Special - Burning Fest. Special (Japan) (Rev 1),SLPS-00231
Asuncia - Majou no Jubaku (Japan),SLPS-01097
Asuncia - Majou no Jubaku (Japan),SLPS-03075
Atari Anniversary Edition Redux (Europe),SLES-03808
Atari Anniversary Edition Redux (USA),SLUS-01427
Atari Demo Disk (Europe),SLED-02251
Atelier Elie - Elie no Atelier - Salburg no Renkinjutsushi 2 (Japan),SLPS-01751
Atelier Elie - Elie no Atelier - Salburg no Renkinjutsushi 2 (Japan) (PlayStation the Best),SLPS-91180
Athena - Awakening from the Ordinary Life (Japan) (Demo),SLPM-80413
Athena - Awakening from the Ordinary Life (Japan) (Disc 1),SLPM-86185
Athena - Awakening from the Ordinary Life (Japan) (Disc 2),SLPM-86186
Athena - Awakening from the Ordinary Life (Japan) (Disc 3),SLPM-86187
Athena no Kateiban - Family Games (Japan),SLPS-00263
Athena no Kateiban - Family Games (Japan),SLPS-02751
Atlantis - Das sagenhafte Abenteuer (Germany) (Disc 1),SLES-01603
Atlantis - Das sagenhafte Abenteuer (Germany) (Disc 2),SLES-11603
Atlantis - Das sagenhafte Abenteuer (Germany) (Disc 3),SLES-21603
Atlantis - Secrets d'un Monde Oublie (France) (Disc 1),SLES-01602
Atlantis - Secrets d'un Monde Oublie (France) (Disc 2),SLES-11602
Atlantis - Secrets d'un Monde Oublie (France) (Disc 3),SLES-21602
Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 1),SLES-01604
Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 2),SLES-11604
Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 3),SLES-21604
"Atlantis - The Lost Continent (Europe) (En,Fr,De)",SLES-04066
Atlantis - The Lost Tales (Europe) (Disc 1),SLES-01291
Atlantis - The Lost Tales (Europe) (Disc 2),SLES-11291
Atlantis - The Lost Tales (Europe) (Disc 3),SLES-21291
"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 1)",SLES-01605
"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 2)",SLES-11605
"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 3)",SLES-21605
Atlus Shinsaku Title Demo CD-ROM (Japan),SLPM-80224
"A-Train - Trains, Power, Money (USA) (En,Ja,Fr,De)",SLUS-00003
"Attack of the Saucerman (Europe) (En,Fr,De,Es,It)",SLES-01718
"ATV - Quad Power Racing (Europe) (En,Fr,De)",SLES-02822
ATV - Quad Power Racing (Japan),SLPM-86636
ATV - Quad Power Racing (USA),SLUS-01137
"ATV Mania (Europe) (En,Fr,De,It)",SLES-04099
ATV Mania (USA),SLUS-01545
ATV Racers (Europe),SLES-04059
ATV Racers (USA),SLUS-01572
Aubirdforce - After (Japan),SLPS-01606
Aubirdforce (Japan),SLPS-00546
Aubirdforce (Japan) (Demo),SLPM-80053
Aubirdforce (Japan) (Shokai Genteiban),SLPS-00533
Aura Battler Dunbine - Seisenshi Densetsu (Japan) (Rev 1),SLPS-02390
"Austin Powers Pinball (Europe) (En,Fr,De)",SLES-03945
Austin Powers Pinball (USA),SLUS-01456
Australian Summer Special (Australia),SCED-01570
"Auto Destruct (Europe) (En,Fr,De,Es,Sv)",SLES-00909
Auto Destruct (USA),SLUS-00522
Autobahn Raser II (Germany),SLES-02341
Autorennen Spezial '98 (Germany),SCED-01306
Autumn-Christmas Releases '96 (Europe),SCED-00273
Ayakashi Ninden Kunoichiban (Japan) (Disc 1),SLPS-00946
Ayakashi Ninden Kunoichiban (Japan) (Disc 2),SLPS-00947
Ayrton Senna Kart Duel (Europe),SLES-00493
Ayrton Senna Kart Duel (Japan),SLPS-00380
Ayrton Senna Kart Duel 2 (Europe),SLES-01024
Ayrton Senna Kart Duel Special (Japan),SLPS-01659
Ayrton Senna KartDuel 2 (Japan),SLPS-01072
Azito (Japan),SLPS-00683
Azito (Japan) (Major Wave),SLPM-87284
Azito 2 (Japan),SLPS-01526
Azito 3 (Japan),SLPS-02496
"Aztec - The Curse in the Heart of the City of Gold (Europe) (En,Nl)",SLES-03053
"Aztec - The Curse in the Heart of the City of Gold (Europe) (Es,It)",SLES-03109
"Aztec - The Curse in the Heart of the City of Gold (Europe) (Fr,De)",SLES-03052
Azumanga Donjara Daiou (Japan),SLPS-03424
"Azure Dreams (Europe) (En,Fr,De)",SLES-01219
Azure Dreams (USA),SLUS-00614
B Senjou no Alice - Alice on Borderlines (Japan) (Demo),SLPM-80138
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 1),SLPS-01003
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 2),SLPS-01004
B Senjou no Alice - Alice on Borderlines (Japan) (Disc 3),SLPS-01005
B. L. U. E. - Legend of Water (Japan),SLPS-01459
B. L. U. E. - Legend of Water (Japan) (Demo),SLPM-80243
B. L. U. E. - Legend of Water (Japan) (Demo),PAPX-90050
"Baby Felix Tennis (Europe) (En,Fr,De,Es,It,Nl)",SLES-03991
Baby Universe (Europe),SCES-00982
Back to School Special - PlayStation Demo Disc (Asia),PAPX-90088
Backgammon (Japan),SLPS-01782
Backgammon (Japan),SLPS-03228
Backgammon 2000 (Japan),SLPS-02729
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 1),SLPS-01446
BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 2),SLPS-01447
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1),SLPS-01217
BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),SLPS-01218
BackGuiner - Yomigaeru Yuusha-tachi - Service Disc (Japan),SLPS-01448
Backstreet Billiards (USA),SLUS-00659
Backyard Soccer (USA),SLUS-01094
Bakumatsu Roman - Gekka no Kenshi (Japan),SLPM-86118
Bakumatsu Roman - Gekka no Kenshi (Japan),SLPM-86436
Bakuretsu Hunter - Mahjong Special (Japan),SLPS-00541
Bakuretsu Hunter - Sorezore no Omoi ... Nowaanchatte (Japan),SLPS-00718
Bakuretsu Soccer (Japan),SLPS-03437
Bakuryuu (Japan),SLPS-02429
Bakuryuu (Japan) (Beta) (1999-11-27),SLPS-02429
Bakushou!! All Yoshimoto Quiz-ou Kettei-sen DX (Japan),SLPS-00158
Bakusou Dekotora Densetsu - Otoko Ippiki Yume Kaidou (Japan),SLPS-01441
Bakusou Dekotora Densetsu 2 - Otoko Jinsei Yume Ichiro (Japan),SLPS-91219
Bakusou Dekotora Densetsu 2 - Otoko Jinsei Yume Ichiro (Japan),SLPS-02465
Bakusou Dekotora Densetsu 2 - Otoko Jinsei Yume Ichiro (Japan) (Demo),SLPM-80506
Bakusou Kyoudai Let's & Go!! Eternal Wings (Japan),SLPS-01489
Bakuten Shoot Beyblade - Bey Battle Tournament (Japan),SLPM-86980
Bakuten Shoot Beyblade 2002 - Bey Battle Tournament 2 (Japan),SLPM-87130
Baldies (Europe),SLES-04091
Baldies (USA),SLUS-01567
Baldy Land (Japan),SLPS-01074
Ball Breakers (USA),SLUS-01249
BallBlazer Champions (Europe),SLES-00651
BallBlazer Champions (Germany),SLES-00592
BallBlazer Champions (Italy),SLES-00641
BallBlazer Champions (Japan),SLPS-00796
BallBlazer Champions (Spain),SLES-00647
Ballblazer Champions (USA),SLUS-00068
Ballerburg - Castle Chaos (USA),SLUS-01568
Ballerburg (Europe),SLES-04017
Ballerburg (Germany),SLES-04018
"Ballistic (Europe) (En,Fr,De)",SLES-02701
Ballistic (USA),SLUS-00966
Baphomets Fluch (Germany),SCES-00348
Baphomets Fluch II - Die Spiegel der Finsternis (Germany),SCES-00800
Barbie - Aventure Equestre (France),SCES-02366
Barbie - Aventuriere (France),SLES-03693
Barbie - Esploratrice (Italy),SLES-03695
Barbie - Explorer (Europe),SLES-03692
Barbie - Explorer (Germany),SLES-03694
Barbie - Explorer (Spain),SLES-03696
Barbie - Explorer (USA),SLUS-01361
Barbie - Gotta Have Games (USA),SLUS-01569
Barbie - Race & Ride (Europe),SCES-02365
Barbie - Race & Ride (Germany),SCES-02367
Barbie - Race & Ride (Italy),SCES-02368
Barbie - Race & Ride (Spain),SCES-02369
Barbie - Race & Ride (USA),SLUS-00981
Barbie - Sports Extreme (France),SCES-02488
Barbie - Super Sport (Germany),SCES-02489
Barbie - Super Sports (Europe),SCES-02487
Barbie - Super Sports (Italy),SCES-02490
Barbie - Super Sports (Spain),SCES-02491
Barbie - Super Sports (USA),SLUS-00946
"Barca Manager 2000 (Spain) (Es,Ca)",SLES-02615
Bardysh - Kromeford no Juunin (Japan),SLPS-02187
Baroque - Yuganda Mousou (Japan),SLPM-86759
Baroque - Yuganda Mousou (Japan) (Genteiban),SLPM-86328
Baroque Syndrome (Japan),SLPM-86540
Baroque Syndrome (Japan),SLPM-86939
Baseball - Pro-nami Kusayakyuu! (Japan),SLPS-03055
Baseball Navigator (Japan),SLPS-00687
Baseball Navigator (Japan),SLPS-01123
Baseball Simulation - ID Pro Yakyuu (Japan),SLPM-86650
Bases Loaded '96 - Double Header (USA),SLUS-00086
Bass Fisherman - Texas (Japan),SLPS-01304
Bass Landing (Japan),SLPS-01765
Bass Landing (Japan),SLPS-03204
Bass Landing (Japan) (Demo),SLPM-80354
Bass Landing (USA),SLUS-00873
Bass Landing 2 (Japan),SLPS-02647
Bass Landing 2 (Japan) (Special Fishing Set),SLPS-02646
Bass Rise (USA),SLUS-00905
Bass Tsuri ni Ikou! (Japan),SLPS-01914
Bassing Beat 2 (Japan),SLPS-02859
Bastard!! Utsuronaru Kamigami no Utsuwa (Japan),SLPS-00542
Bastard!! Utsuronaru Kamigami no Utsuwa (Japan) (Demo),SLPM-80051
Bastard!! Utsuronaru Kamigami no Utsuwa (Japan) (Rev 1),SLPS-00542
"Batman - Gotham City Racer (Europe) (En,Fr,De,Es,It,Nl)",SLES-02874
Batman - Gotham City Racer (USA),SLUS-01141
"Batman & Robin (Europe) (En,Fr,De,Es)",SLES-00102
Batman & Robin (Italy),SLES-01220
Batman & Robin (USA),SLUS-00393
Batman Beyond - Return of the Joker (USA),SLUS-01207
Batman Forever - The Arcade Game (Europe),SLES-00525
Batman Forever - The Arcade Game (Japan),SLPS-00698
Batman Forever - The Arcade Game (USA),SLUS-00387
"Batman of the Future - Return of the Joker (Europe) (En,Fr,De)",SLES-02902
Battle Arena Nitoushinden (Japan),SLPS-00485
Battle Arena Toshinden (Europe),SCES-00002
Battle Arena Toshinden (USA),SCUS-94200
Battle Arena Toshinden (USA),SCUS-94003
Battle Arena Toshinden 2 (Europe),SCES-00232
Battle Arena Toshinden 2 (USA),SLUS-00220
Battle Arena Toshinden 3 (Europe),SCES-00700
Battle Arena Toshinden 3 (Europe) (Beta) (1997-07-11),SCES-00700
"Battle Arena Toshinden 3 (USA) (En,Ja)",SLUS-00483
Battle Arena Toushinden 2 - Gyouten Kyougaku no Shishoku-ban (Japan),SLPM-80028
Battle Arena Toushinden 2 (Japan),SLPS-00200
Battle Arena Toushinden 2 Plus (Japan),SLPS-91006
Battle Arena Toushinden 3 (Japan),SLPS-00650
Battle Athletess - Daiundoukai Alternative (Japan),SLPS-01133
Battle Athletess - Daiundoukai Alternative (Japan) (Major Wave),SLPM-86525
Battle Athletess - Daiundoukai GTO (Grand Trial Onnanoco) (Japan),SLPS-01548
Battle Athletess - Daiundoukai GTO (Grand Trial Onnanoco) (Japan) (Major Wave),SLPM-86526
Battle Bombee (Japan),SLPM-80361
Battle Bombee 2 - Sukkiri Momoaji (Japan),SLPS-02457
Battle Bugs (Japan),SLPS-00991
Battle Formation (Japan),SLPS-00968
Battle Hunter (USA),SLUS-01335
Battle Konchuuden (Japan),SLPS-01779
Battle Master (Japan),SLPS-01064
Battle Master (Japan) (Major Wave),SLPM-86519
"Battle Stations (Europe) (En,Fr,De)",SLES-00662
Battle Stations (USA),SLUS-00456
BattleRound USA (Japan),SLPS-01127
BattleSport (Europe),SLES-00628
BattleSport (USA),SLUS-00389
"BattleTanx - Global Assault (Europe) (En,Es,It)",SLES-02774
"BattleTanx - Global Assault (Europe) (En,Fr,De)",SLES-02773
BattleTanx - Global Assault (USA),SLUS-01044
BDFL Manager 2001 (Germany),SLES-02977
BDFL Manager 2002 (Germany),SLES-03605
"Beach Volleyball (Europe) (En,Fr,De,Es,It)",SLES-02808
Bealphareth (Japan),SCPS-10138
"Beast Wars - Transformers (Europe) (En,Fr,De,Es,It)",SLES-00709
"Beast Wars - Transformers (Europe) (En,Fr,De,Es,It) (Demo)",SLED-01339
Beast Wars - Transformers (USA),SLUS-00508
Beat Mania - The Sound of Tokyo (Japan),SLPM-86769
Beat Mania (Japan) (Disc 1) (Arcade),SLPM-86126
Beat Mania (Japan) (Disc 1) (Arcade),SLPM-86390
Beat Mania (Japan) (Disc 2) (Append),SLPM-86127
Beat Mania (Japan) (Disc 2) (Append),SLPM-86391
Beat Mania 3rd Mix Mini (Japan),SLPM-86156
Beat Mania Append 3rdMix (Japan),SLPM-86184
"Beat Mania Append GottaMix (Japan, Asia)",SLPM-86229
"Beat Mania Append GottaMix (Japan, Asia)",SCPS-45403
Beat Mania Append GottaMix 2 - Going Global (Japan),SLPM-86574
Beat Planet Music (Japan),SCPS-18013
Beat Planet Music (Japan) (Demo),PCPX-96193
Beat-Em-Up Special (Europe),SCED-01991
Beat-Em-Up Speziale (Germany),SCED-01643
Beatmania (Europe),SLES-02096
Beatmania 6thMix + Core Remix (Japan),SLPM-87012
Beatmania Append 4thMix - The Beat Goes On (Japan),SLPM-86266
Beatmania Append 5thMix - Time to Get Down (Japan),SLPM-86322
Beatmania Append Club Mix (Japan),SLPM-86692
Beatmania Best Hits (Japan),SLPM-86596
Beatmania Best Hits (Japan) (Rev 1),SLPM-86596
Beatmania featuring Dreams Come True (Japan),SLPM-86597
Beavis and Butt-Head - Virtual Aho Shoukougun (Japan),SLPS-01219
"Bedlam (Europe) (En,Fr,De,Es,It,Nl)",SLES-00334
Beltlogger 9 (Japan),SLPS-00582
Beltlogger 9 (Japan) (Shokai Genteiban),SLPS-00581
Best Buy Demo CD (USA),SCUS-94286
Best Buy Greatest Hits Demo Disc - Volume One (USA),SCUS-94668
"Best Horror Games Ever Demo (Europe, Australia)",SCED-02420
"Best of PlayStation Underground Year One, The (USA)",SCUS-94261
"Best PlayStation Games Ever, The - No. 1 of 4 (Europe, Australia)",SCED-02327
"Best Sports Games Ever (Europe, Australia)",SCED-02421
"Best Sports Games Ever 2000 (Europe, Australia)",SCED-03167
"Beyblade (Europe) (En,Fr,De,Es,It)",SLES-04093
Beyblade (USA),SLUS-01489
Beyond the Beyond - Haruka naru Kanaan e (Japan),SCPS-10014
Beyond the Beyond (Japan) (Tentou-you Special CD-ROM),PAPX-90005
Beyond the Beyond (USA),SCUS-94702
BFS - Blue Forest Story - Kaze no Fuuin (Japan),SLPS-00566
"Big Air (Europe) (En,Fr,De,Sv)",SLES-01531
Big Air (USA),SLUS-00645
"Big Bass Fishing (Europe) (En,Fr,De,Es,It)",SLES-03847
Big Bass Fishing (USA),SLUS-01442
Big Bass World Championship (USA),SLUS-00228
Big Bass World Championship (USA) (Rev 1),SLUS-00228
Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan),SLPS-00459
Big League Slugger Baseball (USA),SLUS-01527
Big Ol' Bass 2 (USA),SLUS-01259
"Big Strike Bowling (Europe) (En,De,It)",SLES-04025
Big Strike Bowling (USA),SLUS-01478
Billiards (USA),SLUS-01289
Bio F.R.E.A.K.S. (Europe),SLES-01316
Bio F.R.E.A.K.S. (USA),SLUS-00502
Bio Hazard - Director's Cut - Dual Shock Ver. (Japan),SLPS-01512
Bio Hazard - Director's Cut - Dual Shock Ver. Complete Disc (Japan),SLPS-01513
Bio Hazard - Director's Cut (Japan),SLPS-00998
Bio Hazard (Japan),SLPS-00222
Bio Hazard (Japan) (Beta) (1996-01-31),SLPS-00222
Bio Hazard (Japan) (Demo),SLPM-80027
Bio Hazard (Japan) (Rev 1),SLPS-00222
Bio Hazard (Japan) (Rev 1),SLPM-86770
Biohazard - Gun Survivor (Japan),SLPS-02553
Biohazard - Gun Survivor (Japan),SLPM-86749
Biohazard 2 - Dual Shock Ver. (Japan) (Disc 1) (Leon-hen),SLPS-01510
Biohazard 2 - Dual Shock Ver. (Japan) (Disc 2) (Claire-hen),SLPS-01511
Biohazard 2 (Japan) (Disc 1) (Leon-hen),SLPS-01222
Biohazard 2 (Japan) (Disc 2) (Claire-hen),SLPS-01223
Biohazard 2 (Japan) (Trial Edition),SLPS-00999
Biohazard 3 - Last Escape (Japan),SLPS-02300
Biohazard 3 - Last Escape (Japan) (Demo),SLPM-80485
Biohazard 3 - Last Escape (Japan) (Rev 1),SLPM-87224
Bishi Bashi Special (Europe),SLES-02537
Bishi Bashi Special (Japan),SLPM-86123
Bishi Bashi Special 2 (Japan),SLPM-86267
Bishi Bashi Special 3 - Step Champ (Japan),SLPM-86539
Bishoujo Hanafuda Kikou - Michinoku Hitou Koi Monogatari (Japan),SLPS-00941
Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Doki Doki-hen (Japan),SLPM-86414
Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Munekyun-hen (Japan),SLPM-86468
Bishoujo Ren'ai Mahjong Series - Karan Koron Gakuen - Pure Love-hen (Japan),SLPM-86474
Bishoujo Ren'ai Mahjong Series 2nd - Shiritsu Houou Gakuen - 1-nen Jun'ai-gumi (Japan),SLPM-86680
Bishoujo Ren'ai Mahjong Series 2nd - Shiritsu Houou Gakuen - 2-nen Junjou-gumi (Japan),SLPM-86716
Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan),SLPS-00262
Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan) (Shokai Genteiban),SLPS-00260
"Bistro, The - Ryouri & Wine no Shokunin-tachi (Japan)",SLPS-02294
Black Bass with Blue Marlin (USA),SLUS-00648
Black Dawn (Europe),SLES-00407
Black Dawn (Japan),SLPS-00663
Black Dawn (USA),SLUS-00321
Blackjack vs. Matsuda Jun (Japan),SLPS-01983
Black-Matrix + (Japan) (Disc 1),SLPS-02962
Black-Matrix + (Japan) (Disc 1),SLPS-03415
Black-Matrix + (Japan) (Disc 2),SLPS-02963
Black-Matrix + (Japan) (Disc 2),SLPS-03416
Black-Matrix 00 (Japan) (Disc 1),SLPS-03573
Black-Matrix 00 (Japan) (Disc 1) (Shokai Genteiban),SLPS-03571
Black-Matrix 00 (Japan) (Disc 2),SLPS-03574
Black-Matrix 00 (Japan) (Disc 2) (Shokai Genteiban),SLPS-03572
Blade (Europe),SLES-03213
Blade (Europe) (Beta) (2000-10-16),SLES-03213
Blade (France),SLES-03214
Blade (Germany),SLES-03215
Blade (USA),SLUS-01215
Blade Arts - Tasogare no Miyako R'lyeh (Japan),SLPM-86602
Blade Maker (Japan),SLPS-01795
Blam! Machinehead (Europe),SLES-00349
Blam! Machinehead (France),SLES-00350
Blam! Machinehead (Germany),SLES-00351
Blam! Machinehead (Japan),SLPS-00798
"Blast Chamber (Europe) (En,Fr,De,Es,It)",SLES-00476
Blast Chamber (USA),SLUS-00219
Blast Lacrosse (USA),SLUS-01380
Blast Lacrosse (USA) (Alt),SLUS-01380
Blast Radius (Europe),SLES-01169
Blast Radius (Europe) (Demo),SLED-01272
Blast Radius (France),SLES-01192
Blast Radius (USA),SLUS-00642
"Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It)",SLES-02273
Blaster Master - Blasting Again (USA),SLUS-01031
Blaster Master (Japan),SLPS-02617
Blaster Master (Japan),SLPS-03269
"Blasto (Europe) (En,Fr,De,Es,It)",SCES-01224
Blasto (USA),SCUS-94412
Blaze & Blade - Eternal Quest (Europe),SLES-00845
Blaze & Blade - Eternal Quest (Germany),SLES-01274
Blaze & Blade - Eternal Quest (Japan),SLPS-01209
Blaze & Blade Busters (Japan),SLPS-01576
Blazing Dragons (Europe),SLES-00247
Blazing Dragons (France),SLES-00305
Blazing Dragons (Germany),SLES-00306
Blazing Dragons (USA),SLUS-00100
Blend x Brand - Odekake Gousei RPG (Japan),SLPS-02818
Blend x Brand - Odekake Gousei RPG (Japan),SLPS-03224
Block Buster (Europe),SLES-04067
Block Kuzushi - Deden no Gyakushuu (Japan),SLPS-00353
Block Kuzushi - Kowashite Help! (Japan),SLPS-03042
Block Kuzushi (Japan),SLPM-87236
Block Kuzushi 2 (Japan),SLPS-02578
Block Wars (Japan),SLPS-03219
Block Wars (Japan) (Demo),SLPM-80619
Blockbuster Playstation Challenge (Europe),SCED-00877
Blockids (Europe),SLES-04003
Blockids (Japan),SLPS-00205
Blockids (Japan) (DX Pack),SLPS-00206
