File Name,Game Title,Product Number,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
90 Minutes - Sega Championship Football v1.009 (2001)(Sega)(PAL)(M5)[!],90MINUTES -SEGA CHAMPIONSHIP FOOTBALL-,MK-5119050,V1.009,20010921,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,452D,GD-ROM1/1,E,799810,1ST_READ.BIN
Advanced Daisenryaku - Sturm uber Europa - Der Deutsche Blitzkrieg v1.013 (2000)(Sega)(JP)[!],ADVANCED DAISENRYAKU,HDR-0066,V1.013,20000529,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,C302,GD-ROM1/1,J,799810,1ST_READ.BIN
Advanced Daisenryaku 2001 v1.008 (2001)(Sega)(JP)[!],ADVANCED DAISENRYAKU 2001,HDR-0158,V1.008,20010403,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5BA9,GD-ROM1/1,J,A799A10,1ST_READ.BIN
Aero Dancing - Featuring Blue Impulse v1.003 (1999)(CRI)(JP)[!],AERO DANCING FEATURING BLUE IMPULSE,T6802M,V1.003,19990201,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,7CDD,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Aero Dancing - Todoroki Taichou no Himitsu Disc v1.001 (1999)(CRI)(JP)[!],AERO DANCING TODOROKI TAICHOU NO HIMITSU DISK,T6803M,V1.001,19991130,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,5B49,GD-ROM1/1,J,0799B10,1ST_READ.BIN
Aero Dancing F - Todoroki Tsubasa no Hatsu Hikou v2.000 (2000)(CRI)(JP)[!],AERODANCING F/TODOROKI TSUBASA NO HATSU-HIKO,T6805M,V2.000,20001017,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,AE84,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Aero Dancing F v1.006 (2000)(CRI)(JP)[!],AERODANCING F,T6804M,V1.006,20000121,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,23E5,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Aero Dancing F v2.000 (2000)(CRI)(JP)[!],AERODANCING F,T6804M,V2.000,20000215,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,ADF1,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Aero Dancing i - Jikai Saku Made Matemasen v1.000 (2001)(CRI)(JP)[!],AERO DANCING I/JIKAI-SAKU MADE MATEMASEN,T6809M,V1.000,20010622,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,562A,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Aero Dancing i v1.002 (2001)(CRI)(JP)[!],AERO DANCING I,T6807M,V1.002,20010108,Japan/Asia,SEGA LC-T-68,SEGA SEGAKATANA,SEGA ENTERPRISES,66FE,GD-ROM1/1,J,2799A10,1ST_READ.BIN
AeroWings 2 - Airstrike v1.001 (2000)(Crave - Ubi Soft)(PAL)(de-en)[!],AEROWINGS 2 AIR STRIKE,T40209D 50,V1.001,20000718,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,3C24,GD-ROM1/1,E,0799A00,1ST_READ.BIN
AeroWings 2 - Airstrike v1.001 (2000)(Crave)(US)[!],AEROWINGS 2 AIR STRIKE,T40210N,V1.001,20000616,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,9326,GD-ROM1/1,U,0799A10,1ST_READ.BIN
AeroWings v1.001 (1999)(Crave)(PAL)(M3)[!],AEROWINGS,T40202D 50,V1.001,19990819,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,E650,GD-ROM1/1,E,0799A00,1ST_READ.BIN
AeroWings v1.002 (1999)(Crave)(US)[!],AEROWINGS,T40201N,V1.002,19990811,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,7879,GD-ROM1/1,U,0799A10,1ST_READ.BIN
After... - Wasure Enu Kizuna v1.002 (2004)(Pionesoft)(JP)[!],AFTER,T18706M,V1.002,20040113,Japan/Asia,SEGA LC-T-187,SEGA SEGAKATANA,SEGA ENTERPRISES,7EE0,GD-ROM1/1,J,799810,1ST_READ.BIN
Aikagi - Hidamari to Kanojo no Heyagi v1.001 (2003)(NEC InterChannel)(JP)[!],AIKAGI,T20130M,V1.001,20030707,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,3DCD,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Air v2.000 (2001)(NEC InterChannel)(JP)[!][11M4],AIR,T20112M,V2.000,20010827,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,6567,GD-ROM1/1,J,799810,1ST_READ.BIN
"Air v2.000 (2001)(NEC InterChannel)(JP)[!][12M1, 12MM1]",AIR,T20112M,V2.000,20010827,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,6567,GD-ROM1/1,J,799810,1ST_READ.BIN
Airforce Delta v1.000 (1999)(Konami)(US)[!][1S],AIRFORCE DELTA,T9501N,V1.000,19990721,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0705,GD-ROM1/1,U,799800,0
Airforce Delta v1.000 (1999)(Konami)(US)[!][2S],AIRFORCE DELTA,T9501N,V1.000,19990721,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0705,GD-ROM1/1,U,799800,0
Airforce Delta v1.002 (1999)(Konami)(JP)[!],AIRFORCE DELTA,T9502M,V1.002,19990614,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,5A22,GD-ROM1/1,J,799800,0
Akihabara Dennou Gumi Pata Pies! v1.000 (1999)(Sega)(JP)[!],AKIHABARA DENNOUGUMI PATAPIES,HDR-0019,V1.000,19990415,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44FE,GD-ROM1/1,J,19810,1ST_READ.BIN
Alien Front Online v1.000 (2001)(Sega)(US)[!],ALIENFRONT ONLINE,MK-51171,V1.000,20010625,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,U,2.80E+13,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 1 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,V1.000,20010716,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,U,0799A10,1ST_READ.BIN
Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 2 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,V1.000,20010716,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,U,0799A10,1ST_READ.BIN
Angel Present v1.001 (2000)(NEC InterChannel)(JP)[!],ANGELPRESENT,T20107M,V1.001,20001222,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,11EF,GD-ROM1/1,J,799810,1ST_READ.BIN
Angel Wish - Kimi no Egao ni Chu! v1.003 (2005)(Pionesoft)(JP)[!],ANGEL WISH,T18712M,V1.003,20050121,Japan/Asia,SEGA LC-T-187,SEGA SEGAKATANA,SEGA ENTERPRISES,3CF3,GD-ROM1/1,J,499810,1ST_READ.BIN
Animastar v1.009 (2000)(AKI)(JP)[!],ANIMASTAR,T34101M,V1.009,20000519,Japan/Asia,SEGA LC-T-341,SEGA SEGAKATANA,SEGA ENTERPRISES,324A,GD-ROM1/1,J,799810,1ST_READ.BIN
Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide v1.008 (2000)(Sega)(JP)[!][AKA Blue Submarine No. 6 - Time and Tide],BLUE6 -TIME AND TIDE-,HDR-0075,V1.008,20001109,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,0359,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Aqua GT v1.000 (2000)(Take 2)(PAL)(M3)[!],AQUA GT,T40509D 50,V1.000,20001114,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,E60D,GD-ROM1/1,E,799800,1ST_READ.BIN
Armada v1.000 (1999)(Metro3D)(US)[!],ARMADA,T40301N 00,V1.000,19991104,USA/Canada,SEGA LC-T-403,SEGA SEGAKATANA,SEGA ENTERPRISES,1797,GD-ROM1/1,U,799811,0WINCEOS.BIN
Army Men - Sarge's Heroes v1.001 (2000)(Midway)(PAL)(M5)[!],ARMY MEN SARGES HEROES,T9708D  50,V1.001,20001006,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,B977,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Army Men - Sarge's Heroes v1.001 (2000)(Midway)(US)[!],ARMY MEN SARGES HEROES,T-9715N,V1.001,20000908,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,0DDF,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Atari Anniversary Edition v1.001 (2001)(Infogrames)(US)[!][compilation],ATARI ANNIVERSARY EDITION,T15130N,V1.001,20010608,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,E9E3,GD-ROM1/1,U,699011,0WINCEOS.BIN
